Bill.Doc.,Item,S,Created,BillT,Net Value,Curr.,SOrg.,DChl,DstC,SDst,CGrp,Payer,Name of the payer,Address,Material,Description,Prod.hier.,Plnt,Batch,  Bill.qty,SU,S,Descript.,BlCat,Bill. Date,DocCa
RB15945967,31,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF750T00-DR000200,ALMATEX 750T,,RB11,CK7003,0,KG,,Posted in FI,L,03/01/2018,M
RB15945967,32,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF750T00-DR000200,ALMATEX 750T,,RB11,CM7004,0,KG,,Posted in FI,L,03/01/2018,M
RB15945967,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CM7009,0,KG,,Posted in FI,L,03/01/2018,M
RB15945967,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR225000-DR000200,U-VAN 225,,RB11,CM7014,0,KG,,Posted in FI,L,03/01/2018,M
RB15945968,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQM743B-DR000200,OLESTER QM743BT,,RB11,CL7002,0,KG,,Posted in FI,L,03/01/2018,M
RB15946109,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFB303T0-DR000200,ALMATEX B303T,,RB11,CL7011,0,KG,,Posted in FI,L,08/01/2018,M
RB15946265,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC4175-DR000200,OLESTER QC417-5,,RB11,CM7015,0,KG,,Posted in FI,L,10/01/2018,M
RB15946266,31,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFB303T0-DR000200,ALMATEX B303T,,RB11,CL7011,0,KG,,Posted in FI,L,10/01/2018,M
RB15946266,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CM7009,0,KG,,Posted in FI,L,10/01/2018,M
RB15946266,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CM7028,0,KG,,Posted in FI,L,10/01/2018,M
