Bill.Doc.,Item,S,Created,BillT,Net Value,Curr.,SOrg.,DChl,DstC,SDst,CGrp,Payer,Name of the payer,Address,Material,Description,Prod.hier.,Plnt,Batch,  Bill.qty,SU,S,Descript.,BlCat,Bill. Date,DocCa
RB15946348,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20700-DR000200,ALMATEX C207,,RB11,CA8001,0,KG,,Posted in FI,L,12/01/2018,M
RB15946349,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CM7026,0,KG,,Posted in FI,L,12/01/2018,M
RB15946451,31,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CM7005,0,KG,,Posted in FI,L,16/01/2018,M
RB15946451,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR225000-DR000200,U-VAN 225,,RB11,CM7014,0,KG,,Posted in FI,L,16/01/2018,M
RB15946452,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR20SE65-DR000200,U-VAN 20SE65,,RB11,CL7007,0,KG,,Posted in FI,L,16/01/2018,M
RB15946525,20,,RB_TW070,ZF2,"27,000.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000100,ALMATEX-A-9009,,RB11,CA8001,500,KG,,Posted in FI,L,17/01/2018,M
RB15946671,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CM7010,0,KG,,Posted in FI,L,22/01/2018,M
RB15946726,21,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFB303T0-DR000200,ALMATEX B303T,,RB11,CM7012,0,KG,,Posted in FI,L,23/01/2018,M
RB15946726,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFB34100-DR000200,ALMATEX B341,,RB11,CE7002,0,KG,,Posted in FI,L,23/01/2018,M
RB15946726,31,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQM743B-DR000200,OLESTER QM743BT,,RB11,CL7002,0,KG,,Posted in FI,L,23/01/2018,M
RB15946847,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CM7005,0,KG,,Posted in FI,L,25/01/2018,M
RB15946847,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000200,ALMATEX-A-9009,,RB11,CA8001,0,KG,,Posted in FI,L,25/01/2018,M
RB15947012,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQ17090-DR000200,OLESTER Q1709,,RB11,CM7006,0,KG,,Posted in FI,L,30/01/2018,M
RB15947013,10,,RB_TW070,ZF2,"85,200.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CA8001,800,KG,,Posted in FI,L,30/01/2018,M
RB15947173,10,,RB_TW070,ZF2,"37,800.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000100,ALMATEX-A-9009,,RB11,CA8002,700,KG,,Posted in FI,L,02/02/2018,M
RB15947235,31,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF787000-DR000200,ALMATEX 787,,RB11,CM7005,0,KG,,Posted in FI,L,03/02/2018,M
RB15947235,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQB5100-DR000200,OLESTER QB510,,RB11,CM7005,0,KG,,Posted in FI,L,03/02/2018,M
RB15947235,41,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CA8001,0,KG,,Posted in FI,L,03/02/2018,M
RB15947235,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CA8002,0,KG,,Posted in FI,L,03/02/2018,M
RB15947714,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR20SE65-DR000200,U-VAN 20SE65,,RB11,CA8001,0,KG,,Posted in FI,L,15/02/2018,M
RB15947796,20,,RB_TW070,ZF2,"73,200.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CA8001,600,KG,,Posted in FI,L,19/02/2018,M
RB15947796,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR225000-DR000200,U-VAN 225,,RB11,CA8001,0,KG,,Posted in FI,L,19/02/2018,M
RB15947978,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF750T00-DR000200,ALMATEX 750T,,RB11,CM7004,0,KG,,Posted in FI,L,23/02/2018,M
RB15947978,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFL20580-DR000200,ALMATEX L2058(T),,RB11,CJ7002,0,KG,,Posted in FI,L,23/02/2018,M
RB15948028,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CA8001,0,KG,,Posted in FI,L,26/02/2018,M
RB15948028,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQM743B-DR000200,OLESTER QM743BT,,RB11,CL7002,0,KG,,Posted in FI,L,26/02/2018,M
RB15948112,30,,RB_SW027,ZF2,"42,600.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CB8002,400,KG,,Posted in FI,L,28/02/2018,M
RB15948112,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CA8003,0,KG,,Posted in FI,L,28/02/2018,M
RB15948113,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQB5100-DR000200,OLESTER QB510,,RB11,CB8001,0,KG,,Posted in FI,L,28/02/2018,M
RB15948434,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFL20580-DR000200,ALMATEX L2058(T),,RB11,CC8001,0,KG,,Posted in FI,L,05/03/2018,M
RB15948435,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CB8002,0,KG,,Posted in FI,L,05/03/2018,M
RB15948435,12,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8003,0,KG,,Posted in FI,L,05/03/2018,M
RB15948572,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFL20580-DR000200,ALMATEX L2058(T),,RB11,CC8001,0,KG,,Posted in FI,L,08/03/2018,M
RB15948575,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR20SE65-DR000200,U-VAN 20SE65,,RB11,CA8001,0,KG,,Posted in FI,L,08/03/2018,M
RB15948753,21,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8003,0,KG,,Posted in FI,L,13/03/2018,M
RB15948753,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR225000-DR000200,U-VAN 225,,RB11,CA8001,0,KG,,Posted in FI,L,13/03/2018,M
RB15948792,20,,RB_TW070,ZF2,"94,800.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR20SE65-DR000200,U-VAN 20SE65,,RB11,CC8002,"1,200.00",KG,,Posted in FI,L,13/03/2018,M
RB15949013,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CC8005,0,KG,,Posted in FI,L,20/03/2018,M
RB15949014,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CB8002,0,KG,,Posted in FI,L,20/03/2018,M
RB15949014,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR225000-DR000200,U-VAN 225,,RB11,CC8002,0,KG,,Posted in FI,L,20/03/2018,M
RB15949062,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CM7005,0,KG,,Posted in FI,L,21/03/2018,M
RB15949224,31,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF787000-DR000200,ALMATEX 787,,RB11,CB8001,0,KG,,Posted in FI,L,26/03/2018,M
RB15949224,41,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFL20580-DR000200,ALMATEX L2058(T),,RB11,CC8001,0,KG,,Posted in FI,L,26/03/2018,M
RB15949224,71,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CM7005,0,KG,,Posted in FI,L,26/03/2018,M
RB15949224,61,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000100,ALMATEX-A-9009,,RB11,CC8004,0,KG,,Posted in FI,L,26/03/2018,M
RB15949224,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQB5100-DR000200,OLESTER QB510,,RB11,CB8001,0,KG,,Posted in FI,L,26/03/2018,M
RB15949224,22,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQB5100-DR000200,OLESTER QB510,,RB11,CC8002,0,KG,,Posted in FI,L,26/03/2018,M
RB15949224,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR62E000-DR000200,U-VAN 62E,,RB11,CC8003,0,KG,,Posted in FI,L,26/03/2018,M
RB15949225,41,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CB8002,0,KG,,Posted in FI,L,26/03/2018,M
RB15949225,51,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQM743B-DR000200,OLESTER QM743BT,,RB11,CL7002,0,KG,,Posted in FI,L,26/03/2018,M
RB15949225,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR20SE65-DR000200,U-VAN 20SE65,,RB11,CC8002,0,KG,,Posted in FI,L,26/03/2018,M
RB15949225,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR225000-DR000200,U-VAN 225,,RB11,CC8002,0,KG,,Posted in FI,L,26/03/2018,M
RB15949225,31,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CC8006,0,KG,,Posted in FI,L,26/03/2018,M
RB15949260,51,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8004,0,KG,,Posted in FI,L,27/03/2018,M
RB15949260,52,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8005,0,KG,,Posted in FI,L,27/03/2018,M
RB15949261,51,,RB_TW070,S1,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8004,0,KG,,Posted in FI,L,27/03/2018,N
RB15949261,52,,RB_TW070,S1,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8005,0,KG,,Posted in FI,L,27/03/2018,N
RB15949262,51,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8004,0,KG,,Posted in FI,L,27/03/2018,M
RB15949262,52,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CC8005,0,KG,,Posted in FI,L,27/03/2018,M
RB15949367,10,,RB_TW070,ZF2,"47,400.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR20SE65-DR000200,U-VAN 20SE65,,RB11,CC8002,600,KG,,Posted in FI,L,29/03/2018,M
RB15949367,20,,RB_TW070,ZF2,"15,600.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR286000-DR000200,U-VAN 28-60,,RB11,CC8012,200,KG,,Posted in FI,L,29/03/2018,M
RB15949402,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC4175-DR000200,OLESTER QC417-5,,RB11,CA8001,0,KG,,Posted in FI,L,30/03/2018,M
RB15949403,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CM7005,0,KG,,Posted in FI,L,30/03/2018,M
RB15949403,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000100,ALMATEX-A-9009,,RB11,CC8004,0,KG,,Posted in FI,L,30/03/2018,M
RB15949403,12,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000100,ALMATEX-A-9009,,RB11,CC8005,0,KG,,Posted in FI,L,30/03/2018,M
RB15949908,21,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CB8002,0,KG,,Posted in FI,L,11/04/2018,M
RB15949909,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFB34100-DR000200,ALMATEX B341,,RB11,CE7002,0,KG,,Posted in FI,L,11/04/2018,M
RB15949985,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CD8007,0,KG,,Posted in FI,L,19/04/2018,M
RB15949985,21,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQM743B-DR000200,OLESTER QM743BT,,RB11,CL7002,0,KG,,Posted in FI,L,19/04/2018,M
RB15950159,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR62E000-DR000200,U-VAN 62E,,RB11,CD8004,0,KG,,Posted in FI,L,24/04/2018,M
RB15950208,10,,RB_TW070,ZF2,"20,000.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFB34100-DR000200,ALMATEX B341,,RB11,CE7002,200,KG,,Posted in FI,L,25/04/2018,M
RB15950208,20,,RB_TW070,ZF2,"64,500.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CD8007,600,KG,,Posted in FI,L,25/04/2018,M
RB15950209,10,,RB_TW070,ZF2,"14,800.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR62E000-DR000200,U-VAN 62E,,RB11,CD8004,200,KG,,Posted in FI,L,25/04/2018,M
RB15950210,10,,RB_TW070,ZF2,"17,000.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFL20580-DR000200,ALMATEX L2058(T),,RB11,CC8001,200,KG,,Posted in FI,L,25/04/2018,M
RB15950258,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CC8007,0,KG,,Posted in FI,L,26/04/2018,M
RB15950380,20,,RB_TW070,ZF2,"258,000.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CD8009,"2,400.00",KG,,Posted in FI,L,27/04/2018,M
RB15950381,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000100,ALMATEX-A-9009,,RB11,CC8005,0,KG,,Posted in FI,L,27/04/2018,M
RB15950381,12,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENGAL9009-DR000100,ALMATEX-A-9009,,RB11,CD8006,0,KG,,Posted in FI,L,27/04/2018,M
RB15950572,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF750T00-DR000200,ALMATEX 750T,,RB11,CM7004,0,KG,,Posted in FI,L,03/05/2018,M
RB15950572,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR62E000-DR000200,U-VAN 62E,,RB11,CD8005,0,KG,,Posted in FI,L,03/05/2018,M
RB15950631,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC418H-DR000200,OLESTER QC418HT,,RB11,CE8011,0,KG,,Posted in FI,L,04/05/2018,M
RB15950804,10,,RB_TW070,ZF2,"116,800.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CD8008,"1,600.00",KG,,Posted in FI,L,09/05/2018,M
RB15950964,22,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CD8001,0,KG,,Posted in FI,L,14/05/2018,M
RB15950964,21,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CM7005,0,KG,,Posted in FI,L,14/05/2018,M
RB15950964,10,,RB_SW027,ZF2,"43,200.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC4175-DR000200,OLESTER QC417-5,,RB11,CD8003,400,KG,,Posted in FI,L,14/05/2018,M
RB15951105,21,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFL20580-DR000200,ALMATEX L2058(T),,RB11,CC8001,0,KG,,Posted in FI,L,16/05/2018,M
RB15951105,10,,RB_TW070,ZF2,"47,400.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR20SE65-DR000200,U-VAN 20SE65,,RB11,CD8003,600,KG,,Posted in FI,L,16/05/2018,M
RB15951732,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CB8002,0,KG,,Posted in FI,L,04/06/2018,M
RB15951733,12,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF750T00-DR000200,ALMATEX 750T,,RB11,CE8001,0,KG,,Posted in FI,L,04/06/2018,M
RB15951733,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENF750T00-DR000200,ALMATEX 750T,,RB11,CM7004,0,KG,,Posted in FI,L,04/06/2018,M
RB15951733,31,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFP64600-DR000200,ALMATEX P646,,RB11,CD8001,0,KG,,Posted in FI,L,04/06/2018,M
RB15951733,21,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQM743B-DR000200,OLESTER QM743BT,,RB11,CD8001,0,KG,,Posted in FI,L,04/06/2018,M
RB15951835,10,,RB_TW070,ZF2,"86,400.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENJQC4175-DR000200,OLESTER QC417-5,,RB11,CE8005,800,KG,,Posted in FI,L,06/06/2018,M
RB15951837,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CD8009,0,KG,,Posted in FI,L,06/06/2018,M
