Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,WK1911-00043,RB15969004,2019-11-07,MR. SONGTHAM C.,11/2019,2020-03-06,1.00000,THB,410131.00,THB,410131.00,410131.00,0.00,0.00,0.00,0.00,1000207874,,RB1
BG00012934,บริษัท ฮาร์ทฟอร์ด เพ้นท์ จำกัด,62/1037,RB15969005,2019-11-07,Sathitpong Khongwanglam,11/2019,2020-02-05,1.00000,THB,68052.00,THB,68052.00,68052.00,0.00,0.00,0.00,0.00,1000207877,,RB1
BG00013487,บริษัท เอ็กซตร้า เทค จำกัด,PO6211016,RB15969006,2019-11-07,NEW SALESMAN 2,11/2019,2020-01-06,1.00000,THB,59064.00,THB,59064.00,59064.00,0.00,0.00,0.00,0.00,1000207871,,
BG00024895,บริษัท เอสเอ็ม โพลีเมอร์ จำกัด,004/62,RB15969007,2019-11-07,MR. PRAMOTE R.,11/2019,2020-02-05,1.00000,THB,30495.00,THB,30495.00,30495.00,0.00,0.00,0.00,0.00,1000207854,,
BG00013175,บริษัท เวิลด์เพ้นท์ จำกัด,01955,RB15969008,2019-11-07,Sathitpong Khongwanglam,11/2019,2020-02-05,1.00000,THB,324210.00,THB,324210.00,324210.00,0.00,0.00,0.00,0.00,1000207852,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201296,RB15969009,2019-11-07,MR. PRAMOTE R.,11/2019,2020-03-06,1.00000,THB,45742.50,THB,45742.50,45742.50,0.00,0.00,0.00,0.00,1000207834,,RB1
BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกั,5300129269,RB15969011,2019-11-07,MS. KULASAB,11/2019,2020-01-06,1.00000,THB,74151.00,THB,74151.00,74151.00,0.00,0.00,0.00,0.00,1000207798,,RB1
BG00018162,บริษัท อินเตอร์ เฟอร์นิเทค จำก,PO6211-014,RB15969012,2019-11-07,MR. PRAMOTE R.,11/2019,2019-12-07,1.00000,THB,47272.60,THB,47272.60,47272.60,0.00,0.00,0.00,0.00,1000207806,,
BG00024886,บริษัท มอนดิ กรุงเทพ จำกัด,1911PDB000007,RB15969013,2019-11-07,TAKDANAI Y.,11/2019,2020-01-06,1.00000,THB,401892.00,THB,401892.00,401892.00,0.00,0.00,0.00,0.00,1000207730,,
BG00013453,บริษัท สยามเส้นใยประดิษฐการทอ,'-,RB15969014,2019-11-07,MS. KULASAB,11/2019,2019-11-07,1.00000,THB,50078.68,THB,50078.68,0.00,50078.68,0.00,0.00,0.00,1000207698,,RB1
BG00013490,บริษัท ที ทารุทานิ แพค จำกัด,PO62101131,RB15969015,2019-11-07,MR. PRAMOTE R.,11/2019,2020-01-06,1.00000,THB,84016.40,THB,84016.40,84016.40,0.00,0.00,0.00,0.00,1000206821,,
BG00013584,บริษัท นิปปอนเพนต์ (ประเทศไทย),2310030361,RB15969016,2019-11-07,Sathitpong Khongwanglam,11/2019,2020-03-06,1.00000,THB,14980.00,THB,14980.00,14980.00,0.00,0.00,0.00,0.00,1000206779,,RB1
BG00012074,บริษัท สยามเคมีคอลอินดัสตรี้ จ,4512034891,RB15969017,2019-11-07,Sathitpong Khongwanglam,11/2019,2020-02-05,1.00000,THB,78752.00,THB,78752.00,78752.00,0.00,0.00,0.00,0.00,1000204527,,RB1
BG00013192,บริษัท กลุ่มสยามบรรจุภัณฑ์ จำก,6930049708,RB15969018,2019-11-07,MR. PRAMOTE R.,11/2019,2020-02-05,1.00000,THB,43870.00,THB,43870.00,43870.00,0.00,0.00,0.00,0.00,1000207923,,RB1
BG00013039,บริษัท สามชัยพนา จำกัด,PO0620231,RB15969019,2019-11-07,MR. PRAMOTE R.,11/2019,2020-01-06,1.00000,THB,127330.00,THB,127330.00,127330.00,0.00,0.00,0.00,0.00,1000207938,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201297,RB15969020,2019-11-07,MR. PRAMOTE R.,11/2019,2020-03-06,1.00000,THB,38787.50,THB,38787.50,38787.50,0.00,0.00,0.00,0.00,1000207966,,RB1
BG00012891,บริษัท เจริญกิจอุดมทรัพย์ จำกั,'-,RB15969021,2019-11-07,MS. KULASAB,11/2019,2019-11-07,1.00000,THB,29061.20,THB,29061.20,0.00,29061.20,0.00,0.00,0.00,1000207969,,RB1
BG00022170,บจก. เทอร์ราโก้ อินดัสตรี (ไทย,PO1911002,RB15969022,2019-11-07,MS. KULASAB,11/2019,2020-01-06,1.00000,THB,28248.00,THB,28248.00,28248.00,0.00,0.00,0.00,0.00,1000207870,,
BG00013070,บริษัท สหไทยอุตสาหกรรมแผ่นกั้น,DM-PM1910019,RB15969023,2019-11-07,MR. PRAMOTE R.,11/2019,2020-02-05,1.00000,THB,77425.20,THB,77425.20,77425.20,0.00,0.00,0.00,0.00,1000206706,,RB1
BG00013658,บริษัท ยูนิเวอร์สแพ็ค จำกัด,62/0149,RB15969024,2019-11-07,TAKDANAI Y.,11/2019,2020-01-06,1.00000,THB,103541.76,THB,103541.76,103541.76,0.00,0.00,0.00,0.00,1000208010,,RB1
BG00012081,บริษัท คลิมโก้ จำกัด,214/19,RB15969025,2019-11-07,MS. AUSANEE  S.,11/2019,2020-03-06,1.00000,THB,157290.00,THB,157290.00,157290.00,0.00,0.00,0.00,0.00,1000207549,,RB1
BG00012081,บริษัท คลิมโก้ จำกัด,221/19,RB15969026,2019-11-07,MS. AUSANEE  S.,11/2019,2020-03-06,1.00000,THB,170665.00,THB,170665.00,170665.00,0.00,0.00,0.00,0.00,1000208004,,RB1
BG00013986,บริษัท คันไซ เรซิน(ประเทศไทย),MTR-884/11/19,RB15969027,2019-11-07,MS. AUSANEE  S.,11/2019,2020-02-05,1.00000,THB,460100.00,THB,460100.00,460100.00,0.00,0.00,0.00,0.00,1000207303,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1911001/3,RB15969028,2019-11-07,MR.PHASAKORN C.,11/2019,2020-01-21,1.00000,THB,302133.76,THB,302133.76,302133.76,0.00,0.00,0.00,0.00,1000206938,,RB1
BG00013699,บริษัท ซี ที เอ็น ดีวีล๊อปเม้น,2562/750-19,RB15969029,2019-11-07,MR. PRAMOTE R.,11/2019,2019-11-07,1.00000,THB,4006.08,THB,4006.08,0.00,4006.08,0.00,0.00,0.00,1000207957,,
