Bill.Doc.,Item,S,Created,BillT,Net Value,Curr.,SOrg.,DChl,DstC,SDst,CGrp,Payer,Name of the payer,Address,Material,Description,Prod.hier.,Plnt,Batch,  Bill.qty,SU,S,Descript.,BlCat,Bill. Date,DocCa
RB15958501,10,,RB_TW070,ZF2,"308,000.00",THB,RB00,11,TH,,,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52852,ENR48B000-DR000200,U-VAN 48B,,RB11,,"4,000.00",KG,,Posted in FI,L,13.12.2018,M
RB15958501,11,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52852,ENR48B000-DR000200,U-VAN 48B,,RB11,CL8049,0,KG,,Posted in FI,L,13.12.2018,M
RB15958501,12,,RB_TW070,ZF2,0,THB,RB00,11,TH,,,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52852,ENR48B000-DR000200,U-VAN 48B,,RB11,CM8050,0,KG,,Posted in FI,L,13.12.2018,M
RB15958594,10,,RB_TW070,ZF2,"84,000.00",THB,RB00,11,TH,,,BG00013306,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52585,ENR225000-DR000200,U-VAN 225,,RB11,CL8009,"1,000.00",KG,,Posted in FI,L,17.12.2018,M
RB15958594,20,,RB_TW070,ZF2,"150,000.00",THB,RB00,11,TH,,,BG00013306,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52585,ENR925T70-DR000200,U-VAN 925T-70,,RB11,CM8023,"2,000.00",KG,,Posted in FI,L,17.12.2018,M
RB15958746,20,,RB_TW070,ZF2,"132,000.00",THB,RB00,11,TH,,,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52852,ENFB303T0-DR000200,ALMATEX B303T,,RB11,CM8010,"1,000.00",KG,,Posted in FI,L,21.12.2018,M
RB15958747,50,,RB_TW070,ZF2,"52,800.00",THB,RB00,11,TH,,,BG00013306,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52585,ENFB303T0-DR000200,ALMATEX B303T,,RB11,CM8010,400,KG,,Posted in FI,L,21.12.2018,M
RB15958920,10,,RB_SW027,ZF2,"201,600.00",THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,,"1,600.00",KG,,Posted in FI,L,03.01.2019,M
RB15958920,11,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CL8005,0,KG,,Posted in FI,L,03.01.2019,M
RB15958920,12,,RB_SW027,ZF2,0,THB,RB00,11,TH,,,BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,52345,ENFC20100-DR000200,ALMATEX C201,,RB11,CM8006,0,KG,,Posted in FI,L,03.01.2019,M
