Material,Material Description,Plant,UD code,Batch,Date of Manufacture,SLED/BBD,Created on,Inspection Lot,Short text for the characteristic,Original Value,Lower tolerance limit,Upper tol. limit,InfoField2
ENGAL9009-DR000200,ALMATEX-A-9009,RB11,A,CD8007,27-04-18,24-10-18,30-04-18,40000047534,Specific Gravity,1.064,1.020,1.140,"30oC,Hydrometer"
ENGAL9009-DR000200,ALMATEX-A-9009,RB11,A,CD8007,27-04-18,24-10-18,30-04-18,40000047534,Viscosity,53.9,-999.0,99.9,"30oC,Viscometer"
ENJQB5100-DR000200,OLESTER QB510,RB11,A,CD8003,03-04-18,03-04-19,04-04-18,40000046600,Acid Value,5.9,5.3,7.3,JIS K5407
ENJQB5100-DR000200,OLESTER QB510,RB11,A,CD8003,03-04-18,03-04-19,04-04-18,40000046600,Appearance,A012,,,Visual Check
ENJQB5100-DR000200,OLESTER QB510,RB11,A,CD8003,03-04-18,03-04-19,04-04-18,40000046600,Color,1,-999,3,JIS K5400
ENJQB5100-DR000200,OLESTER QB510,RB11,A,CD8003,03-04-18,03-04-19,04-04-18,40000046600,Non Volatile Content,66.1,63.5,66.5,JIS K5407
ENJQB5100-DR000200,OLESTER QB510,RB11,A,CD8003,03-04-18,03-04-19,04-04-18,40000046600,Viscosity,A091,,,JIS K5400
ENJQC4175-DR000200,OLESTER QC417-5,RB11,A,CD8003,27-04-18,27-04-19,29-04-18,40000047492,Acid Value,5.5,4.5,6.5,JIS K5407
ENJQC4175-DR000200,OLESTER QC417-5,RB11,A,CD8003,27-04-18,27-04-19,29-04-18,40000047492,Appearance,A012,,,Visual Check
ENJQC4175-DR000200,OLESTER QC417-5,RB11,A,CD8003,27-04-18,27-04-19,29-04-18,40000047492,Color,1,-999,3,JIS K5400
ENJQC4175-DR000200,OLESTER QC417-5,RB11,A,CD8003,27-04-18,27-04-19,29-04-18,40000047492,Non Volatile Content,61.5,59.5,61.5,JIS K5407
ENJQC4175-DR000200,OLESTER QC417-5,RB11,A,CD8003,27-04-18,27-04-19,29-04-18,40000047492,Viscosity,A111,,,JIS K5400
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8007,01-04-18,01-04-19,03-04-18,40000046574,Acid Value,5.8,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8007,01-04-18,01-04-19,03-04-18,40000046574,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8007,01-04-18,01-04-19,03-04-18,40000046574,Color,11,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8007,01-04-18,01-04-19,03-04-18,40000046574,Non Volatile Content,61.0,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8007,01-04-18,01-04-19,03-04-18,40000046574,Viscosity,A109,,,JIS K5400
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8008,02-04-18,02-04-19,03-04-18,40000046576,Acid Value,5.8,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8008,02-04-18,02-04-19,03-04-18,40000046576,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8008,02-04-18,02-04-19,03-04-18,40000046576,Color,11,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8008,02-04-18,02-04-19,03-04-18,40000046576,Non Volatile Content,60.5,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8008,02-04-18,02-04-19,03-04-18,40000046576,Viscosity,A109,,,JIS K5400
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8009,24-04-18,24-04-19,25-04-18,40000047311,Acid Value,5.7,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8009,24-04-18,24-04-19,25-04-18,40000047311,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8009,24-04-18,24-04-19,25-04-18,40000047311,Color,7,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8009,24-04-18,24-04-19,25-04-18,40000047311,Non Volatile Content,61.3,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8009,24-04-18,24-04-19,25-04-18,40000047311,Viscosity,A112,,,JIS K5400
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8010,24-04-18,24-04-19,25-04-18,40000047308,Acid Value,5.7,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8010,24-04-18,24-04-19,25-04-18,40000047308,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8010,24-04-18,24-04-19,25-04-18,40000047308,Color,7,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8010,24-04-18,24-04-19,25-04-18,40000047308,Non Volatile Content,61.0,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CD8010,24-04-18,24-04-19,25-04-18,40000047308,Viscosity,A112,,,JIS K5400
ENJQM743B-DR000200,OLESTER QM743BT,RB11,A,CD8001,25-04-18,25-04-19,26-04-18,40000047367,Acid Value,1.9,1.0,4.0,JIS K5407
ENJQM743B-DR000200,OLESTER QM743BT,RB11,A,CD8001,25-04-18,25-04-19,26-04-18,40000047367,Appearance,A012,,,Visual Check
ENJQM743B-DR000200,OLESTER QM743BT,RB11,A,CD8001,25-04-18,25-04-19,26-04-18,40000047367,Color,34,0,150,JIS K6901
ENJQM743B-DR000200,OLESTER QM743BT,RB11,A,CD8001,25-04-18,25-04-19,26-04-18,40000047367,Non Volatile Content,50.8,48.0,52.0,JIS K5407
ENJQM743B-DR000200,OLESTER QM743BT,RB11,A,CD8001,25-04-18,25-04-19,26-04-18,40000047367,Viscosity,A105,,,JIS K5400
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CD8011,05-04-18,05-04-19,06-04-18,40000046768,Acid Value,6.9,6.0,9.0,JIS K5407
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CD8011,05-04-18,05-04-19,06-04-18,40000046768,Appearance,A012,,,Visual Check
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CD8011,05-04-18,05-04-19,06-04-18,40000046768,Color,1,-999,3,JIS K5400
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CD8011,05-04-18,05-04-19,06-04-18,40000046768,Non Volatile Content,69.6,68.0,72.0,JIS K5407
ENJQR331T-DR000200,OLESTER QR331T,RB11,A,CD8011,05-04-18,05-04-19,06-04-18,40000046768,Viscosity,A134,,,JIS K5400
ENR20SE65-DR000200,U-VAN 20SE65,RB11,A,CD8003,08-04-18,05-10-18,09-04-18,40000046857,Acid Value,0.4,0.0,0.9,JIS K5407
ENR20SE65-DR000200,U-VAN 20SE65,RB11,A,CD8003,08-04-18,05-10-18,09-04-18,40000046857,Appearance,A012,,,Visual Check
ENR20SE65-DR000200,U-VAN 20SE65,RB11,A,CD8003,08-04-18,05-10-18,09-04-18,40000046857,Color,10,10,29,JIS K6901
ENR20SE65-DR000200,U-VAN 20SE65,RB11,A,CD8003,08-04-18,05-10-18,09-04-18,40000046857,Crater,2,0,3,TMSC(A4 x 2Panel)
ENR20SE65-DR000200,U-VAN 20SE65,RB11,A,CD8003,08-04-18,05-10-18,09-04-18,40000046857,MS,16.3,12.0,20.0,20oC
ENR20SE65-DR000200,U-VAN 20SE65,RB11,A,CD8003,08-04-18,05-10-18,09-04-18,40000046857,Non Volatile Content,65.7,63.0,67.0,JIS K5407
ENR20SE65-DR000200,U-VAN 20SE65,RB11,A,CD8003,08-04-18,05-10-18,09-04-18,40000046857,Viscosity,A077,,,JIS K5400
ENR225000-DR000200,U-VAN 225,RB11,A,CD8003,01-04-18,30-06-18,03-04-18,40000046569,Acid Value,0.9,0.0,0.9,JIS K5407
ENR225000-DR000200,U-VAN 225,RB11,A,CD8003,01-04-18,30-06-18,03-04-18,40000046569,Appearance,A012,,,Visual Check
ENR225000-DR000200,U-VAN 225,RB11,A,CD8003,01-04-18,30-06-18,03-04-18,40000046569,Color,10,10,29,JIS K6901
ENR225000-DR000200,U-VAN 225,RB11,A,CD8003,01-04-18,30-06-18,03-04-18,40000046569,Crater,1,0,3,TMSC(A4 x 2Panel)
ENR225000-DR000200,U-VAN 225,RB11,A,CD8003,01-04-18,30-06-18,03-04-18,40000046569,MS,6.6,2.0,8.0,20oC
ENR225000-DR000200,U-VAN 225,RB11,A,CD8003,01-04-18,30-06-18,03-04-18,40000046569,Non Volatile Content,60.8,58.0,62.0,JIS K5407
ENR225000-DR000200,U-VAN 225,RB11,A,CD8003,01-04-18,30-06-18,03-04-18,40000046569,Viscosity,A045,,,JIS K5400
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8017,02-04-18,29-09-18,05-04-18,40000046670,Acid Value,0.3,0.0,0.9,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8017,02-04-18,29-09-18,05-04-18,40000046670,Appearance,A012,,,Visual Check
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8017,02-04-18,29-09-18,05-04-18,40000046670,Color,10,10,29,JIS K6901
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8017,02-04-18,29-09-18,05-04-18,40000046670,Crater,1,0,4,TMSC(A4 x 2Panel)
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8017,02-04-18,29-09-18,05-04-18,40000046670,MS,10.7,7.0,15.0,20oC
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8017,02-04-18,29-09-18,05-04-18,40000046670,Non Volatile Content,61.7,58.0,62.0,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8017,02-04-18,29-09-18,05-04-18,40000046670,Viscosity,A039,,,JIS K5400
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046835,Acid Value,0.3,0.0,0.9,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046835,Appearance,A012,,,Visual Check
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046835,Color,10,10,29,JIS K6901
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046835,Crater,2,0,4,TMSC(A4 x 2Panel)
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046835,MS,11.0,7.0,15.0,20oC
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046835,Non Volatile Content,60.1,58.0,62.0,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046835,Viscosity,A039,,,JIS K5400
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8019,23-04-18,20-10-18,26-04-18,40000047359,Acid Value,0.4,0.0,0.9,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8019,23-04-18,20-10-18,26-04-18,40000047359,Appearance,A012,,,Visual Check
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8019,23-04-18,20-10-18,26-04-18,40000047359,Color,10,10,29,JIS K6901
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8019,23-04-18,20-10-18,26-04-18,40000047359,Crater,0,0,4,TMSC(A4 x 2Panel)
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8019,23-04-18,20-10-18,26-04-18,40000047359,MS,10.1,7.0,15.0,20oC
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8019,23-04-18,20-10-18,26-04-18,40000047359,Non Volatile Content,60.8,58.0,62.0,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8019,23-04-18,20-10-18,26-04-18,40000047359,Viscosity,A040,,,JIS K5400
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8020,27-04-18,24-10-18,27-04-18,40000047417,Acid Value,0.4,0.0,0.9,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8020,27-04-18,24-10-18,27-04-18,40000047417,Appearance,A012,,,Visual Check
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8020,27-04-18,24-10-18,27-04-18,40000047417,Color,10,10,29,JIS K6901
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8020,27-04-18,24-10-18,27-04-18,40000047417,Crater,1,0,4,TMSC(A4 x 2Panel)
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8020,27-04-18,24-10-18,27-04-18,40000047417,MS,11.0,7.0,15.0,20oC
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8020,27-04-18,24-10-18,27-04-18,40000047417,Non Volatile Content,61.3,58.0,62.0,JIS K5407
ENR286000-DR000200,U-VAN 28-60,RB11,A,CD8020,27-04-18,24-10-18,27-04-18,40000047417,Viscosity,A039,,,JIS K5400
ENR2865EH-DR000200,U-VAN 28-65EHT,RB11,A,CD8001,07-04-18,04-10-18,09-04-18,40000046892,Acid Value,0.1,0.0,1.0,JIS K5407
ENR2865EH-DR000200,U-VAN 28-65EHT,RB11,A,CD8001,07-04-18,04-10-18,09-04-18,40000046892,Appearance,A012,,,Visual Check
ENR2865EH-DR000200,U-VAN 28-65EHT,RB11,A,CD8001,07-04-18,04-10-18,09-04-18,40000046892,Color,10,0,30,JIS K6901
ENR2865EH-DR000200,U-VAN 28-65EHT,RB11,A,CD8001,07-04-18,04-10-18,09-04-18,40000046892,Crater and Dimple,0,0,0,Dilution Spot Method
ENR2865EH-DR000200,U-VAN 28-65EHT,RB11,A,CD8001,07-04-18,04-10-18,09-04-18,40000046892,MS,7.9,7.0,12.0,20oC
ENR2865EH-DR000200,U-VAN 28-65EHT,RB11,A,CD8001,07-04-18,04-10-18,09-04-18,40000046892,Non Volatile Content,65.5,63.0,67.0,JIS K5407
ENR2865EH-DR000200,U-VAN 28-65EHT,RB11,A,CD8001,07-04-18,04-10-18,09-04-18,40000046892,Viscosity,A114,,,JIS K5400
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8016,01-04-18,28-09-18,01-04-18,40000046497,Acid Value,0.2,0.0,0.9,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8016,01-04-18,28-09-18,01-04-18,40000046497,Appearance,A012,,,Visual Check
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8016,01-04-18,28-09-18,01-04-18,40000046497,ASTM,6.1,5.0,999.9,25oC
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8016,01-04-18,28-09-18,01-04-18,40000046497,Color,10,10,29,JIS K6901
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8016,01-04-18,28-09-18,01-04-18,40000046497,Crater,1,0,4,TMSC(A4 x 2Panel)
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8016,01-04-18,28-09-18,01-04-18,40000046497,Non Volatile Content,56.0,54.5,58.5,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8016,01-04-18,28-09-18,01-04-18,40000046497,Viscosity,A019,,,JIS K5400
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8017,06-04-18,03-10-18,07-04-18,40000046821,Acid Value,0.2,0.0,0.9,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8017,06-04-18,03-10-18,07-04-18,40000046821,Appearance,A012,,,Visual Check
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8017,06-04-18,03-10-18,07-04-18,40000046821,ASTM,7.3,5.0,999.9,25oC
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8017,06-04-18,03-10-18,07-04-18,40000046821,Color,10,10,29,JIS K6901
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8017,06-04-18,03-10-18,07-04-18,40000046821,Crater,1,0,4,TMSC(A4 x 2Panel)
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8017,06-04-18,03-10-18,07-04-18,40000046821,Non Volatile Content,56.0,54.5,58.5,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8017,06-04-18,03-10-18,07-04-18,40000046821,Viscosity,A023,,,JIS K5400
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046819,Acid Value,0.2,0.0,0.9,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046819,Appearance,A012,,,Visual Check
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046819,ASTM,7.8,5.0,999.9,25oC
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046819,Color,10,10,29,JIS K6901
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046819,Crater,0,0,4,TMSC(A4 x 2Panel)
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046819,Non Volatile Content,55.9,54.5,58.5,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8018,06-04-18,03-10-18,07-04-18,40000046819,Viscosity,A023,,,JIS K5400
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8019,06-04-18,03-10-18,07-04-18,40000046823,Acid Value,0.2,0.0,0.9,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8019,06-04-18,03-10-18,07-04-18,40000046823,Appearance,A012,,,Visual Check
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8019,06-04-18,03-10-18,07-04-18,40000046823,ASTM,7.6,5.0,999.9,25oC
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8019,06-04-18,03-10-18,07-04-18,40000046823,Color,10,10,29,JIS K6901
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8019,06-04-18,03-10-18,07-04-18,40000046823,Crater,1,0,4,TMSC(A4 x 2Panel)
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8019,06-04-18,03-10-18,07-04-18,40000046823,Non Volatile Content,56.0,54.5,58.5,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8019,06-04-18,03-10-18,07-04-18,40000046823,Viscosity,A023,,,JIS K5400
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8020,23-04-18,20-10-18,24-04-18,40000047241,Acid Value,0.2,0.0,0.9,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8020,23-04-18,20-10-18,24-04-18,40000047241,Appearance,A012,,,Visual Check
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8020,23-04-18,20-10-18,24-04-18,40000047241,ASTM,6.6,5.0,999.9,25oC
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8020,23-04-18,20-10-18,24-04-18,40000047241,Color,10,10,29,JIS K6901
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8020,23-04-18,20-10-18,24-04-18,40000047241,Crater,1,0,4,TMSC(A4 x 2Panel)
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8020,23-04-18,20-10-18,24-04-18,40000047241,Non Volatile Content,57.0,54.5,58.5,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8020,23-04-18,20-10-18,24-04-18,40000047241,Viscosity,A025,,,JIS K5400
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8021,27-04-18,24-10-18,27-04-18,40000047415,Acid Value,0.3,0.0,0.9,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8021,27-04-18,24-10-18,27-04-18,40000047415,Appearance,A012,,,Visual Check
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8021,27-04-18,24-10-18,27-04-18,40000047415,ASTM,7.5,5.0,999.9,25oC
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8021,27-04-18,24-10-18,27-04-18,40000047415,Color,10,10,29,JIS K6901
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8021,27-04-18,24-10-18,27-04-18,40000047415,Crater,0,0,4,TMSC(A4 x 2Panel)
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8021,27-04-18,24-10-18,27-04-18,40000047415,Non Volatile Content,56.4,54.5,58.5,JIS K5407
ENR48B000-DR000200,U-VAN 48B,RB11,A,CD8021,27-04-18,24-10-18,27-04-18,40000047415,Viscosity,A020,,,JIS K5400
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8004,21-04-18,18-10-18,21-04-18,40000047104,Acid Value,0.3,0.0,0.9,JIS K5407
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8004,21-04-18,18-10-18,21-04-18,40000047104,Appearance,A012,,,Visual Check
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8004,21-04-18,18-10-18,21-04-18,40000047104,Color,10,10,29,JIS K6901
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8004,21-04-18,18-10-18,21-04-18,40000047104,MS,14.9,10.0,20.0,20oC
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8004,21-04-18,18-10-18,21-04-18,40000047104,Non Volatile Content,61.0,58.0,62.0,JIS K5407
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8004,21-04-18,18-10-18,21-04-18,40000047104,Viscosity,A066,,,JIS K5400
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8005,24-04-18,21-10-18,26-04-18,40000047377,Acid Value,0.3,0.0,0.9,JIS K5407
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8005,24-04-18,21-10-18,26-04-18,40000047377,Appearance,A012,,,Visual Check
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8005,24-04-18,21-10-18,26-04-18,40000047377,Color,10,10,29,JIS K6901
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8005,24-04-18,21-10-18,26-04-18,40000047377,MS,13.1,10.0,20.0,20oC
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8005,24-04-18,21-10-18,26-04-18,40000047377,Non Volatile Content,60.6,58.0,62.0,JIS K5407
ENR62E000-DR000200,U-VAN 62E,RB11,A,CD8005,24-04-18,21-10-18,26-04-18,40000047377,Viscosity,A066,,,JIS K5400
ENR925T70-DR000200,U-VAN 925T-70,RB11,A,CC8007,30-03-18,26-09-18,01-04-18,40000046485,Acid Value,0.4,0.0,0.9,JIS K5407
ENR925T70-DR000200,U-VAN 925T-70,RB11,A,CC8007,30-03-18,26-09-18,01-04-18,40000046485,Appearance,A012,,,Visual Check
ENR925T70-DR000200,U-VAN 925T-70,RB11,A,CC8007,30-03-18,26-09-18,01-04-18,40000046485,Color,10,10,29,JIS K6901
ENR925T70-DR000200,U-VAN 925T-70,RB11,A,CC8007,30-03-18,26-09-18,01-04-18,40000046485,Crater,1,0,4,TMSC(A4 x 2Panel)
ENR925T70-DR000200,U-VAN 925T-70,RB11,A,CC8007,30-03-18,26-09-18,01-04-18,40000046485,MS,15.0,5.0,15.0,20oC
