Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00014042,บริษัท เอ็นเอชเค สปริง (ประเทศ,29G67499,RB15969216,2019-11-13,MR. WICHANCHAI  S.,11/2019,2020-01-12,1.00000,THB,67003.40,THB,67003.40,67003.40,0.00,0.00,0.00,0.00,1000208550,,RB1
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1911001/3,RB15969217,2019-11-13,MR.PHASAKORN C.,11/2019,2020-01-27,1.00000,THB,221087.68,THB,221087.68,221087.68,0.00,0.00,0.00,0.00,1000206942,,RB1
BG00012072,บริษัท พรีเมียร์ โพรดักส์ จำกั,19002313/OP,RB15969218,2019-11-13,MS. KULASAB,11/2019,2020-02-11,1.00000,THB,296604.00,THB,296604.00,296604.00,0.00,0.00,0.00,0.00,1000208669,,RB1
BG00013067,บริษัท เท็กซ์ไทล์เพรสทีจ จำกัด,1400134889(AM)TPC6,RB15969219,2019-11-13,MS. KULASAB,11/2019,2020-02-11,1.00000,THB,21186.00,THB,21186.00,21186.00,0.00,0.00,0.00,0.00,1000208632,,RB1
BG00013067,บริษัท เท็กซ์ไทล์เพรสทีจ จำกัด,1400134888(AM)TPC2,RB15969220,2019-11-13,MS. KULASAB,11/2019,2020-02-11,1.00000,THB,112992.00,THB,112992.00,112992.00,0.00,0.00,0.00,0.00,1000208630,,RB1
BG00013325,บริษัท ซีรี่ไบรท์ จำกัด,PO19RM841-11,RB15969221,2019-11-13,MR. PRAMOTE R.,11/2019,2019-12-13,1.00000,THB,98440.00,THB,98440.00,98440.00,0.00,0.00,0.00,0.00,1000208592,,RB1
BG00012071,บริษัท พี.ไมตี้เทค จำกัด,-,RB15969222,2019-11-13,MS. KULASAB,11/2019,2020-03-12,1.00000,THB,32485.20,THB,32485.20,32485.20,0.00,0.00,0.00,0.00,1000208300,,RB1
BG00013584,บริษัท นิปปอนเพนต์ (ประเทศไทย),2310030494,RB15969223,2019-11-13,Sathitpong Khongwanglam,11/2019,2020-03-12,1.00000,THB,14980.00,THB,14980.00,14980.00,0.00,0.00,0.00,0.00,1000208294,,RB1
BG00013583,บริษัท สหไทยใยแก้ว จำกัด,2DM-PM1910006,RB15969224,2019-11-13,MR. PRAMOTE R.,11/2019,2020-02-11,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000206476,,RB1
BG00023346,บริษัท ฮูทามากิ (ประเทศไทย) จำ,PO1910855-2,RB15969225,2019-11-13,MR. KASIN M.,11/2019,2020-01-12,1.00000,THB,283764.00,THB,283764.00,283764.00,0.00,0.00,0.00,0.00,1000205782,,
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6210-216,RB15969226,2019-11-13,Sathitpong Khongwanglam,11/2019,2020-02-11,1.00000,THB,237540.00,THB,237540.00,237540.00,0.00,0.00,0.00,0.00,1000206901,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201315,RB15969227,2019-11-13,MR. PRAMOTE R.,11/2019,2020-03-12,1.00000,THB,30495.00,THB,30495.00,30495.00,0.00,0.00,0.00,0.00,1000208715,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201314,RB15969228,2019-11-13,MR. PRAMOTE R.,11/2019,2020-03-12,1.00000,THB,48551.25,THB,48551.25,48551.25,0.00,0.00,0.00,0.00,1000208714,,RB1
BG00012958,บริษัท ลีน่า (ประเทศไทย) จำกัด,PO0002336,RB15969229,2019-11-13,MR. SONGTHAM C.,11/2019,2020-02-11,1.00000,THB,72546.00,THB,72546.00,72546.00,0.00,0.00,0.00,0.00,1000208708,,RB1
BG00013533,บริษัท สยาม จีอาร์พี ไพพ์ จำกั,-,RB15969230,2019-11-13,MS. KULASAB,11/2019,2020-02-11,1.00000,THB,190674.00,THB,190674.00,190674.00,0.00,0.00,0.00,0.00,1000208700,,RB1
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6210-215,RB15969231,2019-11-13,Sathitpong Khongwanglam,11/2019,2020-02-11,1.00000,THB,237540.00,THB,237540.00,237540.00,0.00,0.00,0.00,0.00,1000206888,,RB1
BG00012983,บริษัท นิปปอนเพนต์ เดคโคเรทีฟ,2110041833,RB15969232,2019-11-13,NEW SALESMAN 2,11/2019,2020-03-12,1.00000,THB,207580.00,THB,207580.00,207580.00,0.00,0.00,0.00,0.00,1000206855,,RB1
BG00020042,บริษัท เคไอเจ มาร์เก็ตติ้ง จำก,POKIJ191259,RB15969233,2019-11-13,MS. KULASAB,11/2019,2020-02-11,1.00000,THB,120910.00,THB,120910.00,120910.00,0.00,0.00,0.00,0.00,1000208724,,
BG00013472,บริษัท จี.ดี.ซี. แกรนด์ ไดมอนด,CPO1911-033,RB15969234,2019-11-13,TAKDANAI Y.,11/2019,2020-01-12,1.00000,THB,158143.86,THB,158143.86,158143.86,0.00,0.00,0.00,0.00,1000208588,,
BG00013331,บริษัท เคมีเมท จำกัด,P191117,RB15969235,2019-11-13,MR. PRAMOTE R.,11/2019,2019-11-13,1.00000,THB,18059.46,THB,18059.46,0.00,18059.46,0.00,0.00,0.00,1000208718,,
BG00013331,บริษัท เคมีเมท จำกัด,P191118,RB15969236,2019-11-13,MR. PRAMOTE R.,11/2019,2019-11-13,1.00000,THB,31137.00,THB,31137.00,0.00,31137.00,0.00,0.00,0.00,1000208790,,
BG00013472,บริษัท จี.ดี.ซี. แกรนด์ ไดมอนด,CPO1910-041,RB15969237,2019-11-13,TAKDANAI Y.,11/2019,2020-01-12,1.00000,THB,164616.72,THB,164616.72,164616.72,0.00,0.00,0.00,0.00,1000208815,,
BG00014019,บริษัท เอส เค ออโต้ อินทีเรีย,19L23741,RB15969239,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2019-12-31,1.00000,THB,89383.52,THB,89383.52,89383.52,0.00,0.00,0.00,0.00,1000208697,,RB1
BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,PO191106-069,RB15969240,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2020-01-12,1.00000,THB,118211.89,THB,118211.89,118211.89,0.00,0.00,0.00,0.00,1000208082,,RB1
BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,PO191112-023,RB15969241,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2020-01-12,1.00000,THB,30094.82,THB,30094.82,30094.82,0.00,0.00,0.00,0.00,1000208772,,RB1
BG00013992,บริษัท โยโกฮามา รับเบอร์,PO20191100077,RB15969242,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2019-12-13,1.00000,THB,93478.41,THB,93478.41,93478.41,0.00,0.00,0.00,0.00,1000208022,,RB1
BG00022241,บริษัท บางกอกซีท จำกัด,BS19-10-047,RB15969243,2019-11-13,MR. WICHANCHAI  S.,11/2019,2020-02-11,1.00000,THB,216292.37,THB,216292.37,216292.37,0.00,0.00,0.00,0.00,1000206913,,
BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,62-0398,RB15969244,2019-11-13,MR.PHASAKORN C.,11/2019,2020-02-29,1.00000,THB,93304.00,THB,93304.00,93304.00,0.00,0.00,0.00,0.00,1000208628,,RB1
BG00013572,บริษัท อะเดียเวนซา นิวเวิลด์,PO-201902355,RB15969245,2019-11-13,MR. WICHANCHAI  S.,11/2019,2019-12-13,1.00000,THB,8667.00,THB,8667.00,8667.00,0.00,0.00,0.00,0.00,1000208774,,RB1
BG00013572,บริษัท อะเดียเวนซา นิวเวิลด์,PO-201902355,RB15969246,2019-11-13,MR. WICHANCHAI  S.,11/2019,2019-12-28,1.00000,THB,85118.50,THB,85118.50,85118.50,0.00,0.00,0.00,0.00,1000208773,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-11-406,RB15969247,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2020-01-27,1.00000,THB,107749.00,THB,107749.00,107749.00,0.00,0.00,0.00,0.00,1000208703,,RB1
BG00012070,บริษัท นากาเซ่(ประเทศไทย) จำกั,460484612,RB15969248,2019-11-13,MR. WICHANCHAI  S.,11/2019,2020-02-11,1.00000,THB,369781.30,THB,369781.30,369781.30,0.00,0.00,0.00,0.00,1000208551,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-11-404,RB15969249,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2020-01-27,1.00000,THB,16050.00,THB,16050.00,16050.00,0.00,0.00,0.00,0.00,1000208648,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-11-403,RB15969250,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2020-01-27,1.00000,THB,48150.00,THB,48150.00,48150.00,0.00,0.00,0.00,0.00,1000208647,,RB1
BG00012080,บริษัท วีไอวี อินเตอร์เคม จำกั,11419110099,RB15969251,2019-11-13,MS. AUSANEE  S.,11/2019,2020-03-12,1.00000,THB,136425.00,THB,136425.00,136425.00,0.00,0.00,0.00,0.00,1000208696,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-11-407,RB15969252,2019-11-13,MR. KEAITTICHAI  A.,11/2019,2020-01-27,1.00000,THB,37664.00,THB,37664.00,37664.00,0.00,0.00,0.00,0.00,1000208834,,RB1
BG00013017,บริษัท รักษ์วานิช (1992) จำกัด,-,RB15969253,2019-11-13,MS. KULASAB,11/2019,2020-02-11,1.00000,THB,11770.00,THB,11770.00,11770.00,0.00,0.00,0.00,0.00,1000208855,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500049468,RB15969254,2019-11-13,MS. KULASAB,11/2019,2020-01-12,1.00000,THB,112992.00,THB,112992.00,112992.00,0.00,0.00,0.00,0.00,1000208243,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500049359,RB15969255,2019-11-13,MS. KULASAB,11/2019,2020-01-12,1.00000,THB,112992.00,THB,112992.00,112992.00,0.00,0.00,0.00,0.00,1000208123,,RB1
BG00013828,คุณปพน  โกพัตรา,-,RB15969275,2019-11-13,MIR,11/2019,2019-11-13,1.00000,THB,7191.01,THB,7191.01,0.00,7191.01,0.00,0.00,0.00,1000208925,,
BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,GWK1911-00050,RB15969257,2019-11-14,MR. SONGTHAM C.,11/2019,2020-03-13,1.00000,THB,68480.00,THB,68480.00,68480.00,0.00,0.00,0.00,0.00,1000208746,,RB1
BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,GWK1911-00044,RB15969258,2019-11-14,MR. SONGTHAM C.,11/2019,2020-03-13,1.00000,THB,220420.00,THB,220420.00,220420.00,0.00,0.00,0.00,0.00,1000208649,,RB1
BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,GWK1911-00040,RB15969259,2019-11-14,MS. KULASAB,11/2019,2020-03-13,1.00000,THB,321000.00,THB,321000.00,321000.00,0.00,0.00,0.00,0.00,1000208638,,RB1
BG00012959,บริษัท โทเร เท็กซ์ไทล์ (ประเทศ,-,RB15969260,2019-11-14,MS. KULASAB,11/2019,2020-01-13,1.00000,THB,17013.00,THB,17013.00,17013.00,0.00,0.00,0.00,0.00,1000208865,,
BG00012860,บริษัท ไนน์ เคมีคอล แอนด์ พลาส,62110307,RB15969261,2019-11-14,MS. KULASAB,11/2019,2020-01-28,1.00000,THB,77040.00,THB,77040.00,77040.00,0.00,0.00,0.00,0.00,1000208794,,RB1
BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกั,5300129961,RB15969262,2019-11-14,MS. KULASAB,11/2019,2020-01-13,1.00000,THB,74151.00,THB,74151.00,74151.00,0.00,0.00,0.00,0.00,1000208698,,RB1
BG00013004,บริษัท  พลาสติคอน เอเชีย จำกัด,6211027,RB15969263,2019-11-14,MS. KULASAB,11/2019,2020-02-12,1.00000,THB,22470.00,THB,22470.00,22470.00,0.00,0.00,0.00,0.00,1000208671,,
BG00013084,บริษัท ไทยดีเอนทีเพนท์ จำกัด,4000009959,RB15969264,2019-11-14,Sathitpong Khongwanglam,11/2019,2020-03-13,1.00000,THB,196238.00,THB,196238.00,196238.00,0.00,0.00,0.00,0.00,1000208301,,RB1
BG00013104,บริษัท ไทย เทคนิคคอล นันวูเว่น,10004458,RB15969265,2019-11-14,MS. KULASAB,11/2019,2020-01-13,1.00000,THB,35952.00,THB,35952.00,35952.00,0.00,0.00,0.00,0.00,1000208283,,RB1
BG00016644,บริษัท ยูบิส (เอเชีย) จำกัด (ม,APO-11910083,RB15969266,2019-11-14,Sathitpong Khongwanglam,11/2019,2020-02-12,1.00000,THB,248240.00,THB,248240.00,248240.00,0.00,0.00,0.00,0.00,1000206878,,
BG00013047,บริษัท สันต์ไทย จำกัด,-,RB15969267,2019-11-14,MR. PRAMOTE R.,11/2019,2019-12-14,1.00000,THB,32549.40,THB,32549.40,32549.40,0.00,0.00,0.00,0.00,1000208882,,RB1
BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกั,-,RB15969268,2019-11-14,MR. PRAMOTE R.,11/2019,2020-01-13,1.00000,THB,12198.00,THB,12198.00,12198.00,0.00,0.00,0.00,0.00,1000208869,,RB1
BG00013100,บริษัท ไทยเรยอน จำกัด (มหาชน),9220102836,RB15969269,2019-11-14,MS. KULASAB,11/2019,2019-12-14,1.00000,THB,41344.80,THB,41344.80,41344.80,0.00,0.00,0.00,0.00,1000208943,,RB1
