Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013090,บริษัท สีไทยกันไซเพ้นท์ จำกัด,WK1911-00175,RB15969359,2019-11-18,MR. SONGTHAM C.,11/2019,2020-03-17,1.00000,THB,65270.00,THB,65270.00,65270.00,0.00,0.00,0.00,0.00,1000209093,,RB1
BG00013136,บริษัท ยูเนียน แอนด์ โอจิ อินเ,19-11-0227,RB15969363,2019-11-18,MR. PRAMOTE R.,11/2019,2020-02-16,1.00000,THB,12198.00,THB,12198.00,12198.00,0.00,0.00,0.00,0.00,1000209044,,RB1
BG00012903,บริษัท  ดี.โอ.พี. เพ้นท์  จำกั,PO6211011,RB15969364,2019-11-18,NEW SALESMAN 2,11/2019,2020-02-16,1.00000,THB,71048.00,THB,71048.00,71048.00,0.00,0.00,0.00,0.00,1000208998,,RB1
BG00013583,บริษัท สหไทยใยแก้ว จำกัด,2DM-PM1910006,RB15969365,2019-11-18,MR. PRAMOTE R.,11/2019,2020-02-16,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000206476,,RB1
BG00012072,บริษัท พรีเมียร์ โพรดักส์ จำกั,19001664/OP,RB15969366,2019-11-18,MS. KULASAB,11/2019,2020-02-16,1.00000,THB,529650.00,THB,529650.00,529650.00,0.00,0.00,0.00,0.00,1000200124,,RB1
BG00012877,บริษัท บางกอกเจริญมิตร (1972),457/2019,RB15969367,2019-11-18,MR. PRAMOTE R.,11/2019,2019-12-18,1.00000,THB,8012.16,THB,8012.16,8012.16,0.00,0.00,0.00,0.00,1000209130,,RB1
BG00013084,บริษัท ไทยดีเอนทีเพนท์ จำกัด,4000010125,RB15969368,2019-11-18,Sathitpong Khongwanglam,11/2019,2020-03-17,1.00000,THB,242034.00,THB,242034.00,242034.00,0.00,0.00,0.00,0.00,1000209196,,RB1
BG00024866,บริษัท บางกอกฟอยล์ จำกัด,PO6200924,RB15969369,2019-11-18,TAKDANAI Y.,11/2019,2019-12-18,1.00000,THB,119386.32,THB,119386.32,119386.32,0.00,0.00,0.00,0.00,1000209223,,
BG00012081,บริษัท คลิมโก้ จำกัด,225/19,RB15969370,2019-11-18,MS. AUSANEE  S.,11/2019,2020-03-17,1.00000,THB,272850.00,THB,272850.00,272850.00,0.00,0.00,0.00,0.00,1000208957,,RB1
BG00013985,HITACHI CONSUMER PRODUCTS,R3784200,RB15969371,2019-11-18,MR. KEAITTICHAI  A.,11/2019,2020-01-17,1.00000,THB,519164.00,THB,519164.00,519164.00,0.00,0.00,0.00,0.00,1000208923,,RB1
