Delivery,Item,Ship-to party,Material,Delivery quantity,Sales unit,Material Avail. Date,Reference document,Batch
8000126984,900005,BG00013306,ENR925T70-DR000200,"1,200.000",KG,16-05-18,1000152266,CD8009
8000126984,900006,BG00013306,ENRMB20T0-DR000200,"2,000.000",KG,16-05-18,1000152266,CD8003
8000126984,900007,BG00013306,ENFB303T0-DR000200,"2,000.000",KG,16-05-18,1000152266,CD8003
8000127016,10,BG00013090,ENR20SE65-DR000200,600.000,KG,16-05-18,1000152339,CD8003
8000127016,20,BG00013090,ENFL20580-DR000200,0.000,KG,16-05-18,1000152339,
8000127016,900003,BG00013090,ENFL20580-DR000200,200.000,KG,16-05-18,1000152339,CC8001
8000127603,10,BG00013306,ENR286000-DR000200,"1,000.000",KG,22-05-18,1000152964,CD8020
8000127603,20,BG00013306,ENR48B000-DR000200,"1,400.000",KG,22-05-18,1000152964,CD8021
8000127603,30,BG00013306,ENR925T70-DR000200,"2,000.000",KG,22-05-18,1000152964,CD8009
8000127603,40,BG00013306,ENFB303T0-DR000200,"1,400.000",KG,22-05-18,1000152964,CD8003
8000127956,10,BG00013306,ENR286000-DR000200,"1,000.000",KG,25-05-18,1000153288,CD8020
8000128526,10,BG00013661,ENR48B000-DR000200,0.000,KG,01-06-18,1000154181,
8000128526,900003,BG00013661,ENR48B000-DR000200,"3,600.000",KG,01-06-18,1000154181,CD8021
8000128526,900004,BG00013661,ENR48B000-DR000200,400.000,KG,01-06-18,1000154181,CE8022
8000128587,10,BG00013661,ENRMB20T0-DR000200,"2,000.000",KG,01-06-18,1000154365,CE8004
8000128587,20,BG00013661,ENRMB30T0-DR000200,0.000,KG,01-06-18,1000154365,
8000128587,900002,BG00013661,ENRMB30T0-DR000200,"1,000.000",KG,01-06-18,1000154365,CE8001
8000128768,10,BG00013090,ENFC20100-DR000200,0.000,KG,04-06-18,1000153490,
8000128768,900001,BG00013090,ENFC20100-DR000200,800.000,KG,04-06-18,1000153490,CB8002
8000128787,10,BG00013090,ENF750T00-DR000200,0.000,KG,04-06-18,1000154516,
8000128787,20,BG00013090,ENJQM743B-DR000200,0.000,KG,04-06-18,1000154516,
8000128787,30,BG00013090,ENFP64600-DR000200,0.000,KG,04-06-18,1000154516,
8000128787,900001,BG00013090,ENF750T00-DR000200,200.000,KG,04-06-18,1000154516,CM7004
8000128787,900002,BG00013090,ENF750T00-DR000200,600.000,KG,04-06-18,1000154516,CE8001
8000128787,900003,BG00013090,ENJQM743B-DR000200,400.000,KG,04-06-18,1000154516,CD8001
8000128787,900004,BG00013090,ENFP64600-DR000200,600.000,KG,04-06-18,1000154516,CD8001
8000128907,10,BG00013306,ENR925T70-DR000200,0.000,KG,05-06-18,1000154520,
8000128907,900001,BG00013306,ENR925T70-DR000200,"2,000.000",KG,05-06-18,1000154520,CD8009
8000128913,10,BG00013306,ENR20SE65-DR000200,0.000,KG,05-06-18,1000153667,
8000128913,20,BG00013306,ENR286000-DR000200,0.000,KG,05-06-18,1000153667,
8000128913,30,BG00013306,ENFB303T0-DR000200,0.000,KG,05-06-18,1000153667,
8000128913,900001,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,05-06-18,1000153667,CD8003
8000128913,900002,BG00013306,ENR286000-DR000200,200.000,KG,05-06-18,1000153667,CE8021
8000128913,900003,BG00013306,ENR286000-DR000200,800.000,KG,05-06-18,1000153667,CE8022
8000128913,900004,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,05-06-18,1000153667,CD8003
8000129099,10,BG00013090,ENJQC4175-DR000200,800.000,KG,06-06-18,1000154518,CE8005
8000129107,10,BG00013090,ENR925T70-DR000200,0.000,KG,06-06-18,1000154846,
8000129107,900001,BG00013090,ENR925T70-DR000200,"1,600.000",KG,06-06-18,1000154846,CD8009
8000129108,10,BG00013090,ENJQC418H-DR000200,0.000,KG,06-06-18,1000154844,
8000129108,900001,BG00013090,ENJQC418H-DR000200,"2,400.000",KG,06-06-18,1000154844,CE8011
8000129313,10,BG00013090,ENR62E000-DR000200,0.000,KG,08-06-18,1000155027,
8000129313,20,BG00013090,ENFP64600-DR000200,0.000,KG,08-06-18,1000155027,
8000129313,900001,BG00013090,ENR62E000-DR000200,400.000,KG,08-06-18,1000155027,CE8006
8000129313,900002,BG00013090,ENFP64600-DR000200,600.000,KG,08-06-18,1000155027,CD8001
8000129320,10,BG00013661,ENR925T70-DR000200,0.000,KG,08-06-18,1000154848,
8000129320,20,BG00013661,ENJQC418H-DR000200,0.000,KG,08-06-18,1000154848,
8000129320,900001,BG00013661,ENR925T70-DR000200,"1,000.000",KG,08-06-18,1000154848,CD8009
8000129320,900002,BG00013661,ENR925T70-DR000200,"3,000.000",KG,08-06-18,1000154848,CE8010
8000129320,900003,BG00013661,ENJQC418H-DR000200,800.000,KG,08-06-18,1000154848,CE8012
8000129337,10,BG00013661,ENRMB20T0-DR000200,0.000,KG,08-06-18,1000155095,
8000129337,20,BG00013661,ENRMB30T0-DR000200,0.000,KG,08-06-18,1000155095,
8000129337,900001,BG00013661,ENRMB20T0-DR000200,"2,000.000",KG,08-06-18,1000155095,CE8004
8000129337,900002,BG00013661,ENRMB30T0-DR000200,"1,000.000",KG,08-06-18,1000155095,CE8001
8000129348,10,BG00013090,ENR286000-DR000200,0.000,KG,08-06-18,1000155099,
8000129348,900001,BG00013090,ENR286000-DR000200,200.000,KG,08-06-18,1000155099,CE8022
8000129496,10,BG00013306,ENR286000-DR000200,0.000,KG,11-06-18,1000155312,
8000129496,20,BG00013306,ENR925T70-DR000200,0.000,KG,11-06-18,1000155312,
8000129496,30,BG00013306,ENFB303T0-DR000200,0.000,KG,11-06-18,1000155312,
8000129496,900001,BG00013306,ENR286000-DR000200,"1,800.000",KG,11-06-18,1000155312,CE8022
8000129496,900002,BG00013306,ENR286000-DR000200,200.000,KG,11-06-18,1000155312,CE8023
8000129496,900003,BG00013306,ENR925T70-DR000200,"2,000.000",KG,11-06-18,1000155312,CE8010
8000129496,900004,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,11-06-18,1000155312,CD8003
8000129496,900005,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,11-06-18,1000155312,CF8004
8000129511,10,BG00013090,ENR20SE65-DR000200,0.000,KG,11-06-18,1000155315,
8000129511,900001,BG00013090,ENR20SE65-DR000200,"1,000.000",KG,11-06-18,1000155315,CD8003
8000129511,900002,BG00013090,ENR20SE65-DR000200,600.000,KG,11-06-18,1000155315,CE8004
8000129714,10,BG00013090,ENR925T70-DR000200,800.000,KG,13-06-18,1000155555,CE8010
8000129714,20,BG00013090,ENJQ17090-DR000200,200.000,KG,13-06-18,1000155555,CC8002
8000129714,30,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,13-06-18,1000155555,CE8012
8000129748,10,BG00013306,ENR20SE65-DR000200,0.000,KG,13-06-18,1000155599,
8000129748,20,BG00013306,ENFB303T0-DR000200,0.000,KG,13-06-18,1000155599,
8000129748,900001,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,13-06-18,1000155599,CE8004
8000129748,900002,BG00013306,ENFB303T0-DR000200,"2,000.000",KG,13-06-18,1000155599,CF8004
8000129874,10,BG00013306,ENR225000-DR000200,"3,000.000",KG,14-06-18,1000155713,CE8004
8000129874,20,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,14-06-18,1000155713,CE8004
8000129875,10,BG00013090,ENFL20580-DR000200,800.000,KG,14-06-18,1000155712,CC8001
8000130084,10,BG00013090,ENR62E000-DR000200,400.000,KG,18-06-18,1000155999,CE8006
8000130084,20,BG00013090,ENFC20100-DR000200,800.000,KG,18-06-18,1000155999,CB8002
8000130118,10,BG00013090,ENR225000-DR000200,0.000,KG,18-06-18,1000156039,
8000130118,20,BG00013090,ENJQC418H-DR000200,0.000,KG,18-06-18,1000156039,
8000130118,900001,BG00013090,ENR225000-DR000200,400.000,KG,18-06-18,1000156039,CE8004
8000130118,900002,BG00013090,ENJQC418H-DR000200,800.000,KG,18-06-18,1000156039,CE8012
8000130391,10,BG00013661,ENR48B000-DR000200,0.000,KG,21-06-18,1000156229,
8000130391,20,BG00013661,ENR925T70-DR000200,"2,000.000",KG,21-06-18,1000156229,CE8010
8000130391,30,BG00013661,ENJQ17090-DR000200,"2,000.000",KG,21-06-18,1000156229,CC8002
8000130391,900006,BG00013661,ENR48B000-DR000200,"1,400.000",KG,21-06-18,1000156229,CE8023
8000130391,900007,BG00013661,ENR48B000-DR000200,"2,600.000",KG,21-06-18,1000156229,CE8024
8000130405,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,21-06-18,1000156313,CE8004
8000130405,20,BG00013306,ENR286000-DR000200,"1,000.000",KG,21-06-18,1000156313,CE8024
8000130405,30,BG00013306,ENR925T70-DR000200,"1,000.000",KG,21-06-18,1000156313,CF8011
8000130566,10,BG00013090,ENJQC418H-DR000200,0.000,KG,22-06-18,1000156483,
8000130566,20,BG00013090,ENJQM743B-DR000200,0.000,KG,22-06-18,1000156483,
8000130566,30,BG00013090,ENFP64600-DR000200,0.000,KG,22-06-18,1000156483,
8000130566,900001,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,22-06-18,1000156483,CE8012
8000130566,900002,BG00013090,ENJQM743B-DR000200,200.000,KG,22-06-18,1000156483,CD8001
8000130566,900003,BG00013090,ENFP64600-DR000200,400.000,KG,22-06-18,1000156483,CD8001
8000131005,10,BG00013090,ENR225000-DR000200,200.000,KG,27-06-18,1000157037,CE8004
8000131005,20,BG00013090,ENFC20100-DR000200,600.000,KG,27-06-18,1000157037,CB8002
8000131005,30,BG00013090,ENJQC4175-DR000200,400.000,KG,27-06-18,1000157037,CF8006
8000131146,10,BG00013090,ENR225000-DR000200,0.000,KG,28-06-18,1000157213,
8000131146,20,BG00013090,ENR62E000-DR000200,0.000,KG,28-06-18,1000157213,
8000131146,30,BG00013090,ENR925T70-DR000200,0.000,KG,28-06-18,1000157213,
8000131146,900001,BG00013090,ENR225000-DR000200,200.000,KG,28-06-18,1000157213,CE8004
8000131146,900002,BG00013090,ENR62E000-DR000200,400.000,KG,28-06-18,1000157213,CF8007
8000131146,900003,BG00013090,ENR925T70-DR000200,400.000,KG,28-06-18,1000157213,CF8011
8000131442,10,BG00013661,ENR48B000-DR000200,0.000,KG,02-07-18,1000156606,
8000131442,900004,BG00013661,ENR48B000-DR000200,"4,000.000",KG,02-07-18,1000156606,CF8026
8000131443,10,BG00013661,ENRMB30T0-DR000200,0.000,KG,02-07-18,1000156608,
8000131443,900001,BG00013661,ENRMB30T0-DR000200,"2,000.000",KG,02-07-18,1000156608,CE8001
8000131586,10,BG00013090,ENR62E000-DR000200,0.000,KG,03-07-18,1000157510,
8000131586,20,BG00013090,ENR925T70-DR000200,0.000,KG,03-07-18,1000157510,
8000131586,30,BG00013090,ENF750T00-DR000200,0.000,KG,03-07-18,1000157510,
8000131586,900001,BG00013090,ENR62E000-DR000200,400.000,KG,03-07-18,1000157510,CF8007
8000131586,900002,BG00013090,ENR925T70-DR000200,"1,600.000",KG,03-07-18,1000157510,CF8011
8000131586,900003,BG00013090,ENF750T00-DR000200,"1,400.000",KG,03-07-18,1000157510,CE8001
8000131595,10,BG00013661,ENFKH210T-DR000200,0.000,KG,02-07-18,1000156609,
8000131595,20,BG00013661,ENFKH113T-DR000200,0.000,KG,02-07-18,1000156609,
8000131595,30,BG00013661,ENJQ17090-DR000200,0.000,KG,02-07-18,1000156609,
8000131595,900001,BG00013661,ENFKH210T-DR000200,600.000,KG,02-07-18,1000156609,CC8001
8000131595,900002,BG00013661,ENFKH113T-DR000200,600.000,KG,02-07-18,1000156609,CB8001
8000131595,900003,BG00013661,ENJQ17090-DR000200,600.000,KG,02-07-18,1000156609,CC8002
8000131595,900004,BG00013661,ENJQ17090-DR000200,"2,400.000",KG,02-07-18,1000156609,CE8003
8000131605,10,BG00013661,ENRMB20T0-DR000200,0.000,KG,03-07-18,1000156608,
8000131605,20,BG00013661,ENRMB30T0-DR000200,0.000,KG,03-07-18,1000156608,
8000131605,900001,BG00013661,ENRMB20T0-DR000200,400.000,KG,03-07-18,1000156608,CE8004
8000131605,900002,BG00013661,ENRMB20T0-DR000200,"3,600.000",KG,03-07-18,1000156608,CF8005
8000131605,900003,BG00013661,ENRMB30T0-DR000200,"1,000.000",KG,03-07-18,1000156608,CE8001
8000131606,10,BG00013661,ENR20SE65-DR000200,0.000,KG,03-07-18,1000156606,
8000131606,20,BG00013661,ENR925T70-DR000200,0.000,KG,03-07-18,1000156606,
8000131606,900001,BG00013661,ENR20SE65-DR000200,"1,000.000",KG,03-07-18,1000156606,CE8004
8000131606,900002,BG00013661,ENR925T70-DR000200,"2,000.000",KG,03-07-18,1000156606,CF8011
8000131821,10,BG00013090,ENFC20100-DR000200,0.000,KG,05-07-18,1000157802,
8000131821,900001,BG00013090,ENFC20100-DR000200,400.000,KG,05-07-18,1000157802,CB8002
8000131821,900002,BG00013090,ENFC20100-DR000200,400.000,KG,05-07-18,1000157802,CC8003
8000131825,10,BG00013306,ENR286000-DR000200,0.000,KG,05-07-18,1000157328,
8000131825,20,BG00013306,ENR925T70-DR000200,0.000,KG,05-07-18,1000157328,
8000131825,30,BG00013306,ENRMB20T0-DR000200,0.000,KG,05-07-18,1000157328,
8000131825,40,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,05-07-18,1000157328,CF8004
8000131825,900001,BG00013306,ENR286000-DR000200,"1,000.000",KG,05-07-18,1000157328,CF8028
8000131825,900002,BG00013306,ENR925T70-DR000200,"1,000.000",KG,05-07-18,1000157328,CF8011
8000131825,900003,BG00013306,ENRMB20T0-DR000200,"1,000.000",KG,05-07-18,1000157328,CF8005
8000131833,10,BG00013306,ENR925T70-DR000200,0.000,KG,05-07-18,1000157878,
8000131833,20,BG00013306,ENFB303T0-DR000200,0.000,KG,05-07-18,1000157878,
8000131833,900001,BG00013306,ENR925T70-DR000200,"1,000.000",KG,05-07-18,1000157878,CF8011
8000131833,900004,BG00013306,ENFB303T0-DR000200,"2,000.000",KG,05-07-18,1000157878,CF8004
8000131845,10,BG00013090,ENJQC418H-DR000200,0.000,KG,05-07-18,1000157803,
8000131845,900001,BG00013090,ENJQC418H-DR000200,"2,000.000",KG,05-07-18,1000157803,CE8012
8000131845,900002,BG00013090,ENJQC418H-DR000200,400.000,KG,05-07-18,1000157803,CF8013
8000131929,10,BG00013661,ENJQC418H-DR000200,0.000,KG,06-07-18,1000158022,
8000131929,900001,BG00013661,ENJQC418H-DR000200,"2,000.000",KG,06-07-18,1000158022,CF8013
8000132174,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,10-07-18,1000157879,CE8004
8000132174,20,BG00013306,ENR286000-DR000200,"1,000.000",KG,10-07-18,1000157879,CF8028
8000132174,30,BG00013306,ENR925T70-DR000200,0.000,KG,10-07-18,1000157879,
8000132174,40,BG00013306,ENR2865EH-DR000200,"1,000.000",KG,10-07-18,1000157879,CD8001
8000132174,50,BG00013306,ENRMB20T0-DR000200,600.000,KG,10-07-18,1000157879,CF8005
8000132174,900003,BG00013306,ENR925T70-DR000200,600.000,KG,10-07-18,1000157879,CF8011
8000132174,900004,BG00013306,ENR925T70-DR000200,800.000,KG,10-07-18,1000157879,CF8012
8000132198,10,BG00013090,ENJQC418H-DR000200,0.000,KG,10-07-18,1000158236,
8000132198,900001,BG00013090,ENJQC418H-DR000200,"2,400.000",KG,10-07-18,1000158236,CF8013
8000132443,10,BG00013661,ENFKH210T-DR000200,600.000,KG,12-07-18,1000158652,CC8001
8000132443,20,BG00013661,ENFKH113T-DR000200,600.000,KG,12-07-18,1000158652,CB8001
8000132443,30,BG00013661,ENR48B000-DR000200,"4,000.000",KG,12-07-18,1000158652,CF8028
8000132597,10,BG00013090,ENR20SE65-DR000200,"1,200.000",KG,13-07-18,1000158744,CE8004
8000132597,20,BG00013090,ENFC20100-DR000200,800.000,KG,13-07-18,1000158744,CC8003
8000132790,10,BG00013090,ENFC20100-DR000200,0.000,KG,16-07-18,1000158993,
8000132790,900001,BG00013090,ENFC20100-DR000200,600.000,KG,16-07-18,1000158993,CC8003
8000132791,10,BG00013090,ENR225000-DR000200,200.000,KG,16-07-18,1000158915,CF8005
8000132824,10,BG00013090,ENR225000-DR000200,200.000,KG,16-07-18,1000159045,CF8005
8000132824,20,BG00013090,ENJQB5100-DR000200,200.000,KG,16-07-18,1000159045,CF8004
8000132824,30,BG00013090,ENFP64600-DR000200,600.000,KG,16-07-18,1000159045,CD8001
8000132825,10,BG00013090,ENR286000-DR000200,200.000,KG,16-07-18,1000159018,CF8029
8000132825,20,BG00013090,ENR925T70-DR000200,800.000,KG,16-07-18,1000159018,CF8012
8000132861,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,17-07-18,1000158838,CE8004
8000132861,20,BG00013306,ENR225000-DR000200,"1,200.000",KG,17-07-18,1000158838,CF8005
8000132861,30,BG00013306,ENR286000-DR000200,"1,000.000",KG,17-07-18,1000158838,CF8029
8000132861,40,BG00013306,ENR925T70-DR000200,"1,000.000",KG,17-07-18,1000158838,CF8012
8000132861,50,BG00013306,ENFB303T0-DR000200,0.000,KG,17-07-18,1000158838,
8000132861,900008,BG00013306,ENFB303T0-DR000200,600.000,KG,17-07-18,1000158838,CF8004
8000132861,900009,BG00013306,ENFB303T0-DR000200,400.000,KG,17-07-18,1000158838,CG8005
8000133214,10,BG00013306,ENR286000-DR000200,600.000,KG,20-07-18,1000159404,CF8031
8000133214,20,BG00013306,ENR2865EH-DR000200,"1,000.000",KG,20-07-18,1000159404,CD8001
8000133214,30,BG00013306,ENR925T70-DR000200,"1,000.000",KG,20-07-18,1000159404,CF8012
8000133214,40,BG00013306,ENRMB20T0-DR000200,400.000,KG,20-07-18,1000159404,CF8005
8000133214,50,BG00013306,ENFB303T0-DR000200,"1,000.000",KG,20-07-18,1000159404,CG8005
8000133268,10,BG00013090,ENR20SE65-DR000200,0.000,KG,20-07-18,1000159470,
8000133268,20,BG00013090,ENJQM743B-DR000200,0.000,KG,20-07-18,1000159470,
8000133268,900001,BG00013090,ENR20SE65-DR000200,"1,400.000",KG,20-07-18,1000159470,CE8004
8000133268,900002,BG00013090,ENR20SE65-DR000200,200.000,KG,20-07-18,1000159470,CG8005
8000133268,900003,BG00013090,ENJQM743B-DR000200,400.000,KG,20-07-18,1000159470,CD8001
8000133269,10,BG00013090,ENGAL9009-DR000100,0.000,KG,20-07-18,1000159501,
8000133269,900001,BG00013090,ENGAL9009-DR000100,300.000,KG,20-07-18,1000159501,CD8006
8000133310,10,BG00013090,ENJQC418H-DR000200,0.000,KG,23-07-18,1000159470,
8000133310,900001,BG00013090,ENJQC418H-DR000200,"1,200.000",KG,23-07-18,1000159470,CF8013
8000133310,900002,BG00013090,ENJQC418H-DR000200,400.000,KG,23-07-18,1000159470,CF8014
8000133460,10,BG00013306,ENR48B000-DR000200,"1,200.000",KG,24-07-18,1000159608,CF8029
8000133460,20,BG00013306,ENJQ17090-DR000200,600.000,KG,24-07-18,1000159608,CE8003
8000133516,10,BG00013306,ENR286000-DR000200,400.000,KG,24-07-18,1000159737,CF8031
8000133516,20,BG00013306,ENRMB20T0-DR000200,400.000,KG,24-07-18,1000159737,CF8005
8000133702,10,BG00013090,ENR225000-DR000200,0.000,KG,26-07-18,1000159907,
8000133702,900001,BG00013090,ENR225000-DR000200,200.000,KG,26-07-18,1000159907,CF8005
8000133704,10,BG00013090,ENR925T70-DR000200,0.000,KG,26-07-18,1000159887,
8000133704,900001,BG00013090,ENR925T70-DR000200,800.000,KG,26-07-18,1000159887,CF8012
8000134034,10,BG00013661,ENR48B000-DR000200,0.000,KG,01-08-18,1000160140,
8000134034,20,BG00013661,ENRMB30T0-DR000200,0.000,KG,01-08-18,1000160140,
8000134034,900005,BG00013661,ENRMB30T0-DR000200,"2,200.000",KG,01-08-18,1000160140,CE8001
8000134034,900006,BG00013661,ENRMB30T0-DR000200,800.000,KG,01-08-18,1000160140,CG8002
8000134034,900007,BG00013661,ENR48B000-DR000200,"1,600.000",KG,01-08-18,1000160140,CF8029
8000134034,900008,BG00013661,ENR48B000-DR000200,"2,400.000",KG,01-08-18,1000160140,CG8030
8000134052,10,BG00013661,ENR925T70-DR000200,0.000,KG,01-08-18,1000160146,
8000134052,20,BG00013661,ENFKH210T-DR000200,"1,200.000",KG,01-08-18,1000160146,CC8001
8000134052,30,BG00013661,ENFKH113T-DR000200,0.000,KG,01-08-18,1000160146,
8000134052,900005,BG00013661,ENFKH113T-DR000200,600.000,KG,01-08-18,1000160146,CB8001
8000134052,900006,BG00013661,ENFKH113T-DR000200,600.000,KG,01-08-18,1000160146,CE8002
8000134052,900007,BG00013661,ENR925T70-DR000200,"3,200.000",KG,01-08-18,1000160146,CF8012
8000134052,900008,BG00013661,ENR925T70-DR000200,800.000,KG,01-08-18,1000160146,CG8013
8000134624,10,BG00013661,ENR48B000-DR000200,0.000,KG,06-08-18,1000160642,
8000134624,900001,BG00013661,ENR48B000-DR000200,800.000,KG,06-08-18,1000160642,CG8030
8000134624,900002,BG00013661,ENR48B000-DR000200,"3,200.000",KG,06-08-18,1000160642,CG8031
8000134632,10,BG00013090,ENFC20100-DR000200,0.000,KG,06-08-18,1000161079,
8000134632,20,BG00013090,ENJQM743B-DR000200,0.000,KG,06-08-18,1000161079,
8000134632,900001,BG00013090,ENFC20100-DR000200,600.000,KG,06-08-18,1000161079,CC8003
8000134632,900002,BG00013090,ENJQM743B-DR000200,400.000,KG,06-08-18,1000161079,CD8001
8000134636,10,BG00013090,ENR20SE65-DR000200,"1,600.000",KG,06-08-18,1000161080,CG8005
8000134783,10,BG00013306,ENR925T70-DR000200,"1,600.000",KG,06-08-18,1000160195,CG8013
8000134792,10,BG00013306,ENR20SE65-DR000200,600.000,KG,07-08-18,1000160195,CG8005
8000134792,20,BG00013306,ENR225000-DR000200,"1,400.000",KG,07-08-18,1000160195,CF8005
8000134792,30,BG00013306,ENR286000-DR000200,200.000,KG,07-08-18,1000160195,CG8034
8000134792,40,BG00013306,ENRMB20T0-DR000200,200.000,KG,07-08-18,1000160195,CF8005
8000134797,10,BG00013306,ENFB303T0-DR000200,0.000,KG,07-08-18,1000161311,
8000134797,900001,BG00013306,ENFB303T0-DR000200,"2,000.000",KG,07-08-18,1000161311,CG8005
8000134827,10,BG00013306,ENR2865EH-DR000200,"1,000.000",KG,07-08-18,1000160196,CH8002
8000135001,10,BG00013090,ENR925T70-DR000200,0.000,KG,09-08-18,1000161536,
8000135001,20,BG00013090,ENFL20580-DR000200,400.000,KG,09-08-18,1000161536,CH8002
8000135001,30,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,09-08-18,1000161536,CF8014
8000135001,900001,BG00013090,ENR925T70-DR000200,"1,200.000",KG,09-08-18,1000161536,CG8013
8000135001,900002,BG00013090,ENR925T70-DR000200,400.000,KG,09-08-18,1000161536,CH8014
8000135038,10,BG00013306,ENR925T70-DR000200,0.000,KG,09-08-18,1000161620,
8000135038,900001,BG00013306,ENR925T70-DR000200,"2,000.000",KG,09-08-18,1000161620,CH8014
8000135069,10,BG00013661,ENR20SE65-DR000200,"1,600.000",KG,09-08-18,1000161542,CG8005
8000135069,20,BG00013661,ENR286000-DR000200,"1,000.000",KG,09-08-18,1000161542,CG8034
8000135069,30,BG00013661,ENR925T70-DR000200,"4,000.000",KG,09-08-18,1000161542,CG8013
8000135111,10,BG00013661,ENRMB20T0-DR000200,0.000,KG,10-08-18,1000161667,
8000135111,20,BG00013661,ENRMB30T0-DR000200,"2,000.000",KG,10-08-18,1000161667,CG8002
8000135111,30,BG00013661,ENJQC418H-DR000200,"2,000.000",KG,10-08-18,1000161667,CF8014
8000135111,900001,BG00013661,ENRMB20T0-DR000200,600.000,KG,10-08-18,1000161667,CF8005
8000135111,900002,BG00013661,ENRMB20T0-DR000200,"1,400.000",KG,10-08-18,1000161667,CH8006
8000135216,10,BG00013306,ENR225000-DR000200,"1,000.000",KG,14-08-18,1000161623,CF8005
8000135277,10,BG00013090,ENFB34100-DR000200,0.000,KG,14-08-18,1000161079,
8000135277,900001,BG00013090,ENFB34100-DR000200,200.000,KG,14-08-18,1000161079,CE7002
8000135315,10,BG00013090,ENR20SE65-DR000200,"1,000.000",KG,14-08-18,1000161859,CG8005
8000135315,20,BG00013090,ENR925T70-DR000200,800.000,KG,14-08-18,1000161859,CH8014
8000135315,30,BG00013090,ENFC20100-DR000200,800.000,KG,14-08-18,1000161859,CC8003
8000135315,40,BG00013090,ENJQB5100-DR000200,200.000,KG,14-08-18,1000161859,CF8004
8000135315,50,BG00013090,ENJQ17090-DR000200,200.000,KG,14-08-18,1000161859,CE8003
8000135318,10,BG00013306,ENR20SE65-DR000200,"1,000.000",KG,14-08-18,1000161622,CG8005
8000135318,20,BG00013306,ENR286000-DR000200,"2,000.000",KG,14-08-18,1000161622,CG8034
8000135318,30,BG00013306,ENR48B000-DR000200,0.000,KG,14-08-18,1000161622,
8000135318,40,BG00013306,ENRMB20T0-DR000200,600.000,KG,14-08-18,1000161622,CH8006
8000135318,50,BG00013306,ENFB303T0-DR000200,"2,200.000",KG,14-08-18,1000161622,CG8005
8000135318,900004,BG00013306,ENR48B000-DR000200,"1,000.000",KG,14-08-18,1000161622,CG8031
8000135318,900005,BG00013306,ENR48B000-DR000200,400.000,KG,14-08-18,1000161622,CH8032
8000135734,10,BG00013306,ENR286000-DR000200,"1,000.000",KG,17-08-18,1000161623,CH8035
8000135734,20,BG00013306,ENR925T70-DR000200,"2,000.000",KG,17-08-18,1000161623,CH8014
8000135734,30,BG00013306,ENFB303T0-DR000200,800.000,KG,17-08-18,1000161623,CG8005
8000136097,10,BG00013661,ENR48B000-DR000200,"4,000.000",KG,21-08-18,1000161393,CH8032
8000136098,10,BG00013090,ENJQC418H-DR000200,0.000,KG,21-08-18,1000161859,
8000136098,900001,BG00013090,ENJQC418H-DR000200,600.000,KG,21-08-18,1000161859,CF8014
8000136098,900002,BG00013090,ENJQC418H-DR000200,"1,000.000",KG,21-08-18,1000161859,CH8015
8000136152,10,BG00013090,ENR925T70-DR000200,0.000,KG,22-08-18,1000162557,
8000136152,20,BG00013090,ENJQC418H-DR000200,0.000,KG,22-08-18,1000162557,
8000136152,900001,BG00013090,ENR925T70-DR000200,800.000,KG,22-08-18,1000162557,CH8014
8000136152,900002,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,22-08-18,1000162557,CH8015
8000136153,10,BG00013090,ENJQC418H-DR000200,0.000,KG,22-08-18,1000162828,
8000136153,20,BG00013090,ENJQM743B-DR000200,0.000,KG,22-08-18,1000162828,
8000136153,900001,BG00013090,ENJQC418H-DR000200,"1,600.000",KG,22-08-18,1000162828,CH8015
8000136153,900002,BG00013090,ENJQM743B-DR000200,400.000,KG,22-08-18,1000162828,CD8001
8000136427,10,BG00013090,ENFL20580-DR000200,200.000,KG,27-08-18,1000163166,CH8002
8000136437,10,BG00013090,ENF750T00-DR000200,0.000,KG,27-08-18,1000162307,
8000136437,900001,BG00013090,ENF750T00-DR000200,"1,000.000",KG,27-08-18,1000162307,CE8001
8000136437,900002,BG00013090,ENF750T00-DR000200,200.000,KG,27-08-18,1000162307,CH8002
8000136478,10,BG00013661,ENR286000-DR000200,400.000,KG,27-08-18,1000163263,CH8036
8000136478,20,BG00013661,ENR48B000-DR000200,"2,000.000",KG,27-08-18,1000163263,CH8034
8000136478,30,BG00013661,ENR925T70-DR000200,0.000,KG,27-08-18,1000163263,
8000136478,40,BG00013661,ENRMB20T0-DR000200,"1,000.000",KG,27-08-18,1000163263,CH8007
8000136478,50,BG00013661,ENFB303T0-DR000200,0.000,KG,27-08-18,1000163263,
