Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไ,PO6301-111,RB15971289,2020-01-23,Sathitpong Khongwanglam,01/2020,2020-04-22,1.00000,THB,29104.00,THB,29104.00,29104.00,0.00,0.00,0.00,0.00,1000216350,,RB1
BG00012959,บริษัท โทเร เท็กซ์ไทล์ (ประเทศ,-,RB15971290,2020-01-23,MR. PRAMOTE R.,01/2020,2020-03-23,1.00000,THB,17013.00,THB,17013.00,17013.00,0.00,0.00,0.00,0.00,1000216346,,
BG00013441,บริษัท ไอ-แลนดาร์ช จำกัด,IC6301/29,RB15971291,2020-01-23,MR. PRAMOTE R.,01/2020,2020-02-22,1.00000,THB,5564.00,THB,5564.00,5564.00,0.00,0.00,0.00,0.00,1000216344,,
BG00013662,บริษัท สก๊อต เพ้นท์ จำกัด,PO0003471,RB15971292,2020-01-23,Sathitpong Khongwanglam,01/2020,2020-04-22,1.00000,THB,51360.00,THB,51360.00,51360.00,0.00,0.00,0.00,0.00,1000216282,,RB1
BG00013470,บริษัท เอส.ที.เคมีธุรกิจ จำกัด,APO-PO6301-0072,RB15971293,2020-01-23,MR. PRAMOTE R.,01/2020,2020-02-22,1.00000,THB,40317.60,THB,40317.60,40317.60,0.00,0.00,0.00,0.00,1000216281,,RB1
BG00013834,บริษัท สิทธินนท์ เทรดดิ้ง (199,PO-63010610,RB15971294,2020-01-23,MR. PRAMOTE R.,01/2020,2020-03-23,1.00000,THB,17120.00,THB,17120.00,17120.00,0.00,0.00,0.00,0.00,1000216274,,RB1
BG00023481,บริษัท คิง ลามิเนท จำกัด,ไท-013-0163-01,RB15971295,2020-01-23,TAKDANAI Y.,01/2020,2020-02-22,1.00000,THB,279655.20,THB,279655.20,279655.20,0.00,0.00,0.00,0.00,1000216204,,
BG00013070,บริษัท สหไทยอุตสาหกรรมแผ่นกั้น,DM-PM2001009,RB15971296,2020-01-23,MR. PRAMOTE R.,01/2020,2020-04-22,1.00000,THB,77425.20,THB,77425.20,77425.20,0.00,0.00,0.00,0.00,1000215307,,RB1
BG00020042,บริษัท เคไอเจ มาร์เก็ตติ้ง จำก,POKIJ200016,RB15971297,2020-01-23,MR. PRAMOTE R.,01/2020,2020-04-22,1.00000,THB,362730.00,THB,362730.00,362730.00,0.00,0.00,0.00,0.00,1000214719,,
BG00013583,บริษัท สหไทยใยแก้ว จำกัด,2DM-PM1912003,RB15971298,2020-01-23,MR. PRAMOTE R.,01/2020,2020-04-22,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000212746,,RB1
