Plant,Created on,Inspection Lot,Material,Material Description,Batch,Date of Manufacture,Inspection Type,Insp. Lot Quantity,Base unit of measure,Order,SLED/BBD,Material to Which the Quantity is Posted,UD code,Movement Type,Material Document,Short text for the characteristic,Upper tol. limit,Lower tolerance limit,Int. unit/measure.,Original Value,InfoField2
RB11,04-07-18,40000050291,ENG1140SD-BLK01000,ALMATEX-SE1140SD,CG8008,04-07-18,Z04,0.000,KG,1023601,31-12-18,Usage decision has been made,A,101,5000233319,Particle Size,0.16,0.09,Micron,0.108,UV-VIS Spectrophotom
RB11,04-07-18,40000050291,ENG1140SD-BLK01000,ALMATEX-SE1140SD,CG8008,04-07-18,Z04,"5,524.000",KG,1023601,31-12-18,Usage decision has been made,A,101,5000233319,pH,11,9,,9.26,"30oC,pH Meter"
RB11,04-07-18,40000050293,RKV6131N3-BLK01000,VINYLAX-6131N3,CG8014,04-07-18,Z04,0.000,KG,1023597,31-12-18,Usage decision has been made,A,101,5000233320,Viscosity,60,40,Poise,48.5,"30oC,Viscometer"
RB11,04-07-18,40000050293,RKV6131N3-BLK01000,VINYLAX-6131N3,CG8014,04-07-18,Z04,0.000,KG,1023597,31-12-18,Usage decision has been made,A,101,5000233320,Non Volatile Content,26,24,%,25.5,1.5g./150oC/30min
RB11,04-07-18,40000050293,RKV6131N3-BLK01000,VINYLAX-6131N3,CG8014,04-07-18,Z04,"5,153.000",KG,1023597,31-12-18,Usage decision has been made,A,101,5000233320,pH,8,6,,7.69,"30oC,pH Meter"
RB11,04-07-18,40000050295,RKVBW3300-DR000100,BONDWOOD-3300,CG8004,04-07-18,Z04,0.000,KG,1023572,31-12-18,Usage decision has been made,A,101,5000233321,Viscosity,150,70,Poise,104.5,"30oC,Viscometer"
RB11,04-07-18,40000050295,RKVBW3300-DR000100,BONDWOOD-3300,CG8004,04-07-18,Z04,0.000,KG,1023572,31-12-18,Usage decision has been made,A,101,5000233321,Non Volatile Content,49,47,%,48,1.5g./150oC/30min
RB11,04-07-18,40000050295,RKVBW3300-DR000100,BONDWOOD-3300,CG8004,04-07-18,Z04,"2,088.000",KG,1023572,31-12-18,Usage decision has been made,A,101,5000233321,pH,4,2.5,,3.09,"30oC,pH Meter"
RB11,04-07-18,40000050297,RKA180100-DR000100,ACRYLAX-1801,CG8012,04-07-18,Z04,0.000,KG,1023609,31-12-18,Usage decision has been made,A,101,5000233322,Viscosity,50,10,Poise,21.8,"30oC,Viscometer"
RB11,04-07-18,40000050297,RKA180100-DR000100,ACRYLAX-1801,CG8012,04-07-18,Z04,0.000,KG,1023609,31-12-18,Usage decision has been made,A,101,5000233322,Non Volatile Content,51,49,%,49.9,1.5g./150oC/30min
RB11,04-07-18,40000050297,RKA180100-DR000100,ACRYLAX-1801,CG8012,04-07-18,Z04,0.000,KG,1023609,31-12-18,Usage decision has been made,A,101,5000233322,Particle Size,2,0.5,Micron,1.372,UV-VIS Spectrophotom
RB11,04-07-18,40000050297,RKA180100-DR000100,ACRYLAX-1801,CG8012,04-07-18,Z04,"3,620.000",KG,1023609,31-12-18,Usage decision has been made,A,101,5000233322,pH,6,4,,4.84,"30oC,pH Meter"
