Sales office's Description,Invoice No.,Invoice Line Item No.,Invoice Date,Material,Material Description,Quantity,UOM,Sales Order No.,Sales Order  Item No.,Sales Order Type,Customer purchase order number,Payment Terms,Sold-to Party,Sold-to Name,Ship-to Party,Ship-to Name,Bill-to Party,Bill-to Name,Payer,Payer Name,Sales Rep,Sales Rep Name
IR,RB15949465,30,02-04-18,ENFL90900-DR000200,ALMATEX L9090,"1,000.000",KG,1000147430,30,ZGOR,PO0001971,Z090,BG00013662,บริษัท สก๊อต เพ้นท์ จำกัด,BG00013662,บริษัท สก๊อต เพ้นท์ จำกัด,BG00013662,บริษัท สก๊อต เพ้นท์ จำกัด,BG00013662,บริษัท สก๊อต เพ้นท์ จำกัด,SG00000036,MR. SONGTHAM C.
IR,RB15949466,10,02-04-18,RKUTMQ000-DR000100,U-RAMIN T-MQ,500.000,KG,1000147347,10,ZGOR,P1803-097,Z090,BG00012994,บริษัท เพรสซิเดนท์ เคมีภัณฑ์ จำกัด,BG00012995,P.C.C. WARE HOUSE,BG00012994,บริษัท เพรสซิเดนท์ เคมีภัณฑ์ จำกัด,BG00012994,บริษัท เพรสซิเดนท์ เคมีภัณฑ์ จำกัด,SG00000030,MR. VISIT R.
IR,RB15949467,10,02-04-18,UGMPM2000-DR000250,WANNATE PM-200,250.000,KG,1000147332,10,ZGOR,PO.61031226,Z030,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,BG00013496,ช.ชาญชัยขนส่ง,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949468,10,02-04-18,RKVBW3130-BLK01000,BONDWOOD-313,"1,000.000",KG,1000147329,10,ZGOR,PO.61032045,Z030,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,BG00013496,ช.ชาญชัยขนส่ง,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949469,10,02-04-18,ERABW5600-BLK01200,STRUCT BOND BW-5600,"1,200.000",KG,1000147324,10,ZGOR,PO.61032045,Z030,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,BG00013496,ช.ชาญชัยขนส่ง,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,BG00013494,บริษัท วู้ดเวอร์ค ไซโตะ จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949470,10,02-04-18,ENR20SE65-DR000200,U-VAN 20SE65,"1,000.000",KG,1000147315,10,ZGOR,GWK1803-00131,Z120,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,SG00000039,MS. KULASAB
IR,RB15949470,20,02-04-18,ENR48B000-DR000200,U-VAN 48B,"4,000.000",KG,1000147315,20,ZGOR,GWK1803-00131,Z120,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,SG00000039,MS. KULASAB
IR,RB15949470,30,02-04-18,ENJQB5100-DR000200,OLESTER QB510,"1,000.000",KG,1000147315,30,ZGOR,GWK1803-00131,Z120,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,SG00000039,MS. KULASAB
IR,RB15949470,40,02-04-18,ENFB303T0-DR000200,ALMATEX B303T,"1,000.000",KG,1000147315,40,ZGOR,GWK1803-00131,Z120,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,BG00013661,บริษัท สีไทยกันไซเพ้นท์ จำกัด,SG00000039,MS. KULASAB
IR,RB15949471,10,02-04-18,RKA952100-DR000200,ACRYLAX-9521,"2,000.000",KG,1000147290,10,ZGOR,10000977,Z060,BG00013104,บริษัท ไทย เทคนิคคอล นันวูเว่น จำกั,BG00013104,บริษัท ไทย เทคนิคคอล นันวูเว่น จำกั,BG00013104,บริษัท ไทย เทคนิคคอล นันวูเว่น จำกั,BG00013104,บริษัท ไทย เทคนิคคอล นันวูเว่น จำกั,SG00000043,MR. VISIT R. (IT)
IR,RB15949472,10,02-04-18,RKA502900-DR000100,ACRYLAX-5029,"1,000.000",KG,1000147131,10,ZGOR,'-,Z030,BG00012892,บริษัท เจริญนคร เทรดดิ้ง จำกัด,BG00012892,บริษัท เจริญนคร เทรดดิ้ง จำกัด,BG00012892,บริษัท เจริญนคร เทรดดิ้ง จำกัด,BG00012892,บริษัท เจริญนคร เทรดดิ้ง จำกัด,SG00000043,MR. VISIT R. (IT)
IR,RB15949473,10,02-04-18,RKVBW3006-DR000100,BONDWOOD-3006,100.000,KG,1000146986,10,ZGOR,POR61-2/61030088,Z090,BG00013237,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด,BG00013238,V-CHATS,BG00013237,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด,BG00013237,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949473,20,02-04-18,ERABW5600-DR000100,STRUCT BOND BW-5600,200.000,KG,1000146986,20,ZGOR,POR61-2/61030088,Z090,BG00013237,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด,BG00013238,V-CHATS,BG00013237,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด,BG00013237,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949474,10,02-04-18,UGGD20400-DR000200,TAKENATE D204,800.000,KG,1000146954,10,ZGOR,610315,Z090,BG00013151,บริษัท วี.เอส.วี. เพนท์ แอนด์ เคมีค,BG00013152,โรงงานสมุทรสาคร,BG00013151,บริษัท วี.เอส.วี. เพนท์ แอนด์ เคมีค,BG00013151,บริษัท วี.เอส.วี. เพนท์ แอนด์ เคมีค,SG00000038,MR. NUT P.
IR,RB15949474,20,02-04-18,UGGL75000-DR000240,TAKANATE L75,720.000,KG,1000146954,20,ZGOR,610315,Z090,BG00013151,บริษัท วี.เอส.วี. เพนท์ แอนด์ เคมีค,BG00013152,โรงงานสมุทรสาคร,BG00013151,บริษัท วี.เอส.วี. เพนท์ แอนด์ เคมีค,BG00013151,บริษัท วี.เอส.วี. เพนท์ แอนด์ เคมีค,SG00000038,MR. NUT P.
IR,RB15949475,40,02-04-18,ERAVU8800-DR000100,STRUCT BOND VU-880,500.000,KG,1000146909,40,ZGOR,03/2,Z030,BG00012873,บริษัท เอเซียพาราวู๊ด จำกัด,BG00012873,บริษัท เอเซียพาราวู๊ด จำกัด,BG00012873,บริษัท เอเซียพาราวู๊ด จำกัด,BG00012873,บริษัท เอเซียพาราวู๊ด จำกัด,SG00000075,MR. THAPANUT P.
IR,RB15949476,10,02-04-18,RKVBW3006-DR000100,BONDWOOD-3006,"3,000.000",KG,1000146900,10,ZGOR,'-,Z060,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949476,20,02-04-18,RKOSUNFX0-KY000200,SUNSOFTER FX,100.000,KG,1000146900,20,ZGOR,'-,Z060,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,BG00012886,บริษัท บอนด์เทค เคมิคอลส์ จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949477,10,02-04-18,RKA750200-DR000200,ACRYLAX-7502,"4,000.000",KG,1000146803,10,ZGOR,18000444,Z030,BG00012073,บริษัท เอสทีซี นิกกะ  จำกัด,BG00012073,บริษัท เอสทีซี นิกกะ  จำกัด,BG00012073,บริษัท เอสทีซี นิกกะ  จำกัด,BG00012073,บริษัท เอสทีซี นิกกะ  จำกัด,SG00000030,MR. VISIT R.
IR,RB15949478,10,02-04-18,EQFW400XX-DR000200,CHEMIPEARL W-400,"1,200.000",KG,1000146486,10,ZGOR,E-1804016,Z090,BG00012909,บริษัท อีเทอนอล ซากาตะ อิ้งซ์ จำกัด,BG00012909,บริษัท อีเทอนอล ซากาตะ อิ้งซ์ จำกัด,BG00012909,บริษัท อีเทอนอล ซากาตะ อิ้งซ์ จำกัด,BG00012909,บริษัท อีเทอนอล ซากาตะ อิ้งซ์ จำกัด,SG00000075,MR. THAPANUT P.
IR,RB15949479,10,02-04-18,RKUT37TN0-BLK01000,U-RAMIN T-37TN,"2,774.000",KG,1000146406,10,ZGOR,I18033102,Z090,BG00013089,บริษัท ไทย อินโนเวชั่น เคมิคอล จำกั,BG00013089,บริษัท ไทย อินโนเวชั่น เคมิคอล จำกั,BG00013089,บริษัท ไทย อินโนเวชั่น เคมิคอล จำกั,BG00013089,บริษัท ไทย อินโนเวชั่น เคมิคอล จำกั,SG00000043,MR. VISIT R. (IT)
IR,RB15949480,10,02-04-18,ENR602000-DR000200,U-VAN 6020,"1,000.000",KG,1000146285,10,ZGOR,'-,Z000,BG00013522,บริษัท พูนทวีทรัพย์ เพ้นท์ จำกัด,BG00013522,บริษัท พูนทวีทรัพย์ เพ้นท์ จำกัด,BG00013522,บริษัท พูนทวีทรัพย์ เพ้นท์ จำกัด,BG00013522,บริษัท พูนทวีทรัพย์ เพ้นท์ จำกัด,SG00000080,NITIPAT  JAIMONKONG
IR,RB15949481,10,02-04-18,ENGAL2890-DR000200,ALMATEX-A-289,"2,000.000",KG,1000146244,10,ZGOR,PO-6103000041,Z090,BG00013230,บริษัท อินฟินิต สเปเชียล โปรดักส์ จ,BG00013230,บริษัท อินฟินิต สเปเชียล โปรดักส์ จ,BG00013230,บริษัท อินฟินิต สเปเชียล โปรดักส์ จ,BG00013230,บริษัท อินฟินิต สเปเชียล โปรดักส์ จ,SG00000075,MR. THAPANUT P.
IR,RB15949482,10,02-04-18,ENFL1093T-DR000200,ALMATEX L1093T,600.000,KG,1000144867,10,ZGOR,VJ128414,Z060,BG00013412,บริษัท มัลติ สแควร์ โคทติ้ง,BG00013412,บริษัท มัลติ สแควร์ โคทติ้ง,BG00013412,บริษัท มัลติ สแควร์ โคทติ้ง,BG00013412,บริษัท มัลติ สแควร์ โคทติ้ง,SG00000080,NITIPAT  JAIMONKONG
IR,RB15949483,10,02-04-18,ENF787000-DR000200,ALMATEX 787,"1,400.000",KG,1000144683,10,ZGOR,50354,Z090,BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเทศไทย),BG00022863,Suzuyo Distribution Center (Thailan,BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเทศไทย),BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเทศไทย),SG00000050,MR. SONGTHAM C. (IT)
IR,RB15949484,10,02-04-18,ENR236HV0-DR000200,U-VAN 236HV,600.000,KG,1000147630,10,ZGOR,PO6103-179,Z090,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,SG00000038,MR. NUT P.
IR,RB15949485,10,02-04-18,ENFL5446T-DR000200,ALMATEX L5446T,800.000,KG,1000147625,10,ZGOR,PO6103-178,Z090,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,BG00013259,บริษัท ยูนิค โปรดักส์ (ประเทศไทย) จ,SG00000038,MR. NUT P.
IR,RB15949486,10,02-04-18,UGGTP9530-CN000180,TAKELAC PP9530,540.000,KG,1000147549,10,ZGOR,PO6103077,Z060,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,SG00000081,TAKDANAI Y.
IR,RB15949486,20,02-04-18,UGGI93000-CN000180,TAKENATE I9300,540.000,KG,1000147549,20,ZGOR,PO6103077,Z060,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,BG00013524,บริษัท ซีเอ็นเอ็น แพ็คกิ้ง จำกัด,SG00000081,TAKDANAI Y.
IR,RB15949487,10,02-04-18,ENCH3150B-BLK01000,HOPELON-3150B,"10,000.000",KG,1000147517,10,ZGOR,DM-18040034,Z090,BG00013106,บริษัท สหไทยอาวากระดาษ จำกัด,BG00013106,บริษัท สหไทยอาวากระดาษ จำกัด,BG00013106,บริษัท สหไทยอาวากระดาษ จำกัด,BG00013106,บริษัท สหไทยอาวากระดาษ จำกัด,SG00000028,MR. PRAMOTE R.
IR,RB15949488,10,02-04-18,RKVV221G0-DR000100,VINYLAX-221G,"1,500.000",KG,1000147499,10,ZGOR,RMC6100481,Z120,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,SG00000028,MR. PRAMOTE R.
IR,RB15949489,10,02-04-18,RKVV22100-DR000100,VINYLAX-221,"1,500.000",KG,1000147498,10,ZGOR,RMC6100480,Z120,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,SG00000028,MR. PRAMOTE R.
IR,RB15949490,10,02-04-18,RKVBW1001-DR000100,BONDWOOD-1001,"1,000.000",KG,1000147497,10,ZGOR,RMC6100479,Z120,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี้ จำก,SG00000028,MR. PRAMOTE R.
IR,RB15949491,10,02-04-18,RKALA9055-DR000200,ALMATEX-A-9055,"2,000.000",KG,1000147492,10,ZGOR,wait,Z060,BG00013427,บริษัท อัลลายด์ โปรดักส์,BG00013427,บริษัท อัลลายด์ โปรดักส์,BG00013427,บริษัท อัลลายด์ โปรดักส์,BG00013427,บริษัท อัลลายด์ โปรดักส์,SG00000048,MR. NUT P. (IT)
IR,RB15949492,10,02-04-18,ENR20N600-DR000200,U-VAN 20N60,400.000,KG,1000146189,10,ZGOR,50603,Z090,BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเทศไทย),BG00022863,Suzuyo Distribution Center (Thailan,BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเทศไทย),BG00013270,บริษัท พีพีจี โคทติ้งส์ (ประเทศไทย),SG00000050,MR. SONGTHAM C. (IT)
UU,RB15949493,20,02-04-18,UGMCOSMOH-DR000250,COSMONATE-H,"9,500.000",KG,1000144777,20,ZGOR,R421141,M231,BG00013989,TOSHIBA CONSUMER PRODUCTS,BG00013989,TOSHIBA CONSUMER PRODUCTS,BG00013989,TOSHIBA CONSUMER PRODUCTS,BG00013989,TOSHIBA CONSUMER PRODUCTS,SG00000079,MR.PHASAKORN C.
UU,RB15949494,10,02-04-18,UGPC5616S-DR000210,CARADOL SC56-16S,"8,400.000",KG,1000147667,10,ZGOR,61-0112,M331,BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,SG00000079,MR.PHASAKORN C.
IR,RB15949495,10,02-04-18,ESA336HVR-DR000220,ESTAR R336HV,660.000,KG,1000147353,10,ZGOR,'-,Z090,BG00013533,บริษัท สยาม จีอาร์พี ไพพ์ จำกัด,BG00013534,โรงงานหนองแค,BG00013533,บริษัท สยาม จีอาร์พี ไพพ์ จำกัด,BG00013533,บริษัท สยาม จีอาร์พี ไพพ์ จำกัด,SG00000040,MS. SUTINA CHONLACHIT
IR,RB15949496,10,02-04-18,ESA336HVR-DR000220,ESTAR R336HV,"1,100.000",KG,1000146936,10,ZGOR,PO:256103/0236,Z090,BG00012871,บริษัท อาควาบาธ จำกัด,BG00012871,บริษัท อาควาบาธ จำกัด,BG00012871,บริษัท อาควาบาธ จำกัด,BG00012871,บริษัท อาควาบาธ จำกัด,SG00000040,MS. SUTINA CHONLACHIT
IR,RB15949497,20,02-04-18,ESA336HVR-DR000220,ESTAR R336HV,440.000,KG,1000146179,20,ZGOR,5300075777,Z060,BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกัด (มห,BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกัด (มห,BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกัด (มห,BG00013429,บริษัท ลิกซิล (ประเทศไทย) จำกัด (มห,SG00000040,MS. SUTINA CHONLACHIT
IR,RB15949498,30,02-04-18,ESA336HVR-DR000220,ESTAR R336HV,"3,740.000",KG,1000145962,30,ZGOR,'-,Z090,BG00013533,บริษัท สยาม จีอาร์พี ไพพ์ จำกัด,BG00013534,โรงงานหนองแค,BG00013533,บริษัท สยาม จีอาร์พี ไพพ์ จำกัด,BG00013533,บริษัท สยาม จีอาร์พี ไพพ์ จำกัด,SG00000040,MS. SUTINA CHONLACHIT
UU,RB15949499,10,02-04-18,UGMCOSPHK-DR000225,COSMONATE-PH,"1,350.000",KG,1000147215,10,ZGOR,PC201803107,Z090,BG00013988,บริษัท ซันสตาร์ เคมีคัล,BG00013988,บริษัท ซันสตาร์ เคมีคัล,BG00013988,บริษัท ซันสตาร์ เคมีคัล,BG00013988,บริษัท ซันสตาร์ เคมีคัล,SG00000054,MS. AUSANEE  S.
UU,RB15949500,10,02-04-18,UGPHD1440-BLK01100,THAMOL HARD-1440,"1,100.000",KG,1000147537,10,ZGOR,88G08853,Z060,BG00014016,บริษัท เอ็นเอชเค สปริง,BG00014016,บริษัท เอ็นเอชเค สปริง,BG00014016,บริษัท เอ็นเอชเค สปริง,BG00014016,บริษัท เอ็นเอชเค สปริง,SG00000055,MR. WICHANCHAI  S.
UU,RB15949500,20,02-04-18,UGPV1205A-BLK01100,THAMOL VB-1205-A,"3,300.000",KG,1000147537,20,ZGOR,88G08853,Z060,BG00014016,บริษัท เอ็นเอชเค สปริง,BG00014016,บริษัท เอ็นเอชเค สปริง,BG00014016,บริษัท เอ็นเอชเค สปริง,BG00014016,บริษัท เอ็นเอชเค สปริง,SG00000055,MR. WICHANCHAI  S.
UU,RB15949501,10,02-04-18,UGMMC460K-DR000250,COSMONATE MC-460,"2,000.000",KG,1000147328,10,ZGOR,HW-M184001/3,Z075,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,SG00000079,MR.PHASAKORN C.
UU,RB15949501,20,02-04-18,UGPS1113H-DR000200,THAMOL SK-1113H,"1,600.000",KG,1000147328,20,ZGOR,HW-M184001/3,Z075,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,SG00000079,MR.PHASAKORN C.
UU,RB15949502,10,02-04-18,UGMMC8500-DR000230,COSMONATE MC-85,460.000,KG,1000147467,10,ZGOR,PO180328-021,Z060,BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,BG00014015,บริษัท เอส ที บี เท็กซ์ไทล์ อินดัสต,BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,SG00000056,MR. KEAITTICHAI  A.
UU,RB15949502,20,02-04-18,UGPMP2164-DR000200,MP-2164(D),800.000,KG,1000147467,20,ZGOR,PO180328-021,Z060,BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,BG00014015,บริษัท เอส ที บี เท็กซ์ไทล์ อินดัสต,BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,SG00000056,MR. KEAITTICHAI  A.
UU,RB15949503,10,02-04-18,UGMCOSPHK-DR000225,COSMONATE-PH,900.000,KG,1000147558,10,ZGOR,PO20180300263,Z030,BG00013992,บริษัท โยโกฮามา รับเบอร์,BG00013992,บริษัท โยโกฮามา รับเบอร์,BG00013992,บริษัท โยโกฮามา รับเบอร์,BG00013992,บริษัท โยโกฮามา รับเบอร์,SG00000056,MR. KEAITTICHAI  A.
IR,RB15949504,10,02-04-18,RKBB610CT-PB000120,PROMINATE BMST-610CT,800.000,KG,1000147061,10,ZGOR,4500041077,Z060,BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (ม,BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (ม,BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (ม,BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (ม,SG00000040,MS. SUTINA CHONLACHIT
