Customer,Customer Name,Agent PO,Invoice No,Invoice Date,PIC Name,period year,Due Date,Rate,Currency,Local Currency Amount,Document Currency code,Document Currency Amount,Document Currency Current,Document Currency 1-30 Days,Document Currency 31-60 Days,Document Currency 61-90 Days,Local Currency Over 90 Days,Sales Document,Trading Partner,Customer Group
BG00014008,บริษัท โฮวา(ไทยแลนด์) จำกัด,HW-M1911001/3,RB15969724,2019-11-29,MR.PHASAKORN C.,11/2019,2020-02-12,1.00000,THB,302133.76,THB,302133.76,302133.76,0.00,0.00,0.00,0.00,1000206952,,RB1
BG00013487,บริษัท เอ็กซตร้า เทค จำกัด,PO6210012,RB15969725,2019-11-29,MR. KEAITTICHAI  A.,11/2019,2020-01-28,1.00000,THB,162426.00,THB,162426.00,162426.00,0.00,0.00,0.00,0.00,1000210687,,
BG00014042,บริษัท เอ็นเอชเค สปริง (ประเทศ,29G71268,RB15969726,2019-11-29,MR. WICHANCHAI  S.,11/2019,2020-01-28,1.00000,THB,67003.40,THB,67003.40,67003.40,0.00,0.00,0.00,0.00,1000210481,,RB1
BG00013327,บริษัท ยูนีค อินดัสเตรียล แพ็ค,PO62111290,RB15969728,2019-11-29,MR. PRAMOTE R.,11/2019,2020-01-28,1.00000,THB,145520.00,THB,145520.00,145520.00,0.00,0.00,0.00,0.00,1000209472,,
BG00013069,บริษัท สหไทยใยแก้ว จำกัด,1DM-PM1910006,RB15969729,2019-11-29,MR. PRAMOTE R.,11/2019,2020-02-27,1.00000,THB,323568.00,THB,323568.00,323568.00,0.00,0.00,0.00,0.00,1000205726,,RB1
BG00012984,ห้างหุ้นส่วนจำกัด ศรีสยามวณิช,-,RB15969730,2019-11-29,MR. PRAMOTE R.,11/2019,2020-01-28,1.00000,THB,17785.54,THB,17785.54,17785.54,0.00,0.00,0.00,0.00,1000210605,,RB1
BG00014600,เค.เอ็ม.อินเตอร์วู๊ด,-,RB15969731,2019-11-29,MR. PRAMOTE R.,11/2019,2019-11-29,1.00000,THB,6702.48,THB,6702.48,0.00,6702.48,0.00,0.00,0.00,1000210604,,
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201368,RB15969732,2019-11-29,MR. PRAMOTE R.,11/2019,2020-03-28,1.00000,THB,9710.25,THB,9710.25,9710.25,0.00,0.00,0.00,0.00,1000210497,,RB1
BG00013254,บริษัท ดี-แอ็คท์ จำกัด,191411006,RB15969733,2019-11-29,Sathitpong Khongwanglam,11/2019,2020-02-27,1.00000,THB,21400.00,THB,21400.00,21400.00,0.00,0.00,0.00,0.00,1000210636,,RB1
BG00013518,บริษัท เอสเคเค เคมิคอล (ไทยแลน,28652,RB15969734,2019-11-29,MR. SONGTHAM C.,11/2019,2020-01-28,1.00000,THB,264825.00,THB,264825.00,264825.00,0.00,0.00,0.00,0.00,1000209316,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201375,RB15969735,2019-11-29,MR. PRAMOTE R.,11/2019,2020-03-28,1.00000,THB,15140.50,THB,15140.50,15140.50,0.00,0.00,0.00,0.00,1000210694,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201374,RB15969736,2019-11-29,MR. PRAMOTE R.,11/2019,2020-03-28,1.00000,THB,12198.00,THB,12198.00,12198.00,0.00,0.00,0.00,0.00,1000210693,,RB1
BG00013073,บริษัท ไท-โย เคมีคอล อินดัสตรี,RMC6201373,RB15969737,2019-11-29,MR. PRAMOTE R.,11/2019,2020-03-28,1.00000,THB,12947.00,THB,12947.00,12947.00,0.00,0.00,0.00,0.00,1000210692,,RB1
BG00013017,บริษัท รักษ์วานิช (1992) จำกัด,-,RB15969738,2019-11-29,MS. KULASAB,11/2019,2020-02-27,1.00000,THB,78045.80,THB,78045.80,78045.80,0.00,0.00,0.00,0.00,1000210686,,RB1
BG00013331,บริษัท เคมีเมท จำกัด,P191135,RB15969739,2019-11-29,MR. PRAMOTE R.,11/2019,2019-11-29,1.00000,THB,6227.40,THB,6227.40,0.00,6227.40,0.00,0.00,0.00,1000210657,,
BG00012066,บริษัท บีเอเอสเอฟ (ไทย) จำกัด,4955083909,RB15969740,2019-11-29,NEW SALESMAN 2,11/2019,2020-02-27,1.00000,THB,272850.00,THB,272850.00,272850.00,0.00,0.00,0.00,0.00,1000210289,,RB1
BG00012066,บริษัท บีเอเอสเอฟ (ไทย) จำกัด,4954847044,RB15969741,2019-11-29,NEW SALESMAN 2,11/2019,2020-02-27,1.00000,THB,518950.00,THB,518950.00,518950.00,0.00,0.00,0.00,0.00,1000209009,,RB1
BG00014014,บริษัท เอส ที บี เท็กซ์ไทล์,PO191120-005,RB15969745,2019-11-29,MR. KEAITTICHAI  A.,11/2019,2020-01-28,1.00000,THB,88117.07,THB,88117.07,88117.07,0.00,0.00,0.00,0.00,1000209719,,RB1
BG00013111,บริษัท ไทยยางกิจไพศาล จำกัด,DH1906527,RB15969746,2019-11-29,MR. WICHANCHAI  S.,11/2019,2020-01-28,1.00000,THB,128400.00,THB,128400.00,128400.00,0.00,0.00,0.00,0.00,1000210234,,RB1
BG00014019,บริษัท เอส เค ออโต้ อินทีเรีย,19L24420,RB15969747,2019-11-29,MR. KEAITTICHAI  A.,11/2019,2019-12-31,1.00000,THB,89383.52,THB,89383.52,89383.52,0.00,0.00,0.00,0.00,1000210630,,RB1
BG00013572,บริษัท อะเดียเวนซา นิวเวิลด์,PO-201902526,RB15969748,2019-11-29,MR. WICHANCHAI  S.,11/2019,2019-12-29,1.00000,THB,8667.00,THB,8667.00,8667.00,0.00,0.00,0.00,0.00,1000210589,,RB1
BG00013572,บริษัท อะเดียเวนซา นิวเวิลด์,PO-201902526,RB15969749,2019-11-29,MR. WICHANCHAI  S.,11/2019,2020-01-13,1.00000,THB,14980.00,THB,14980.00,14980.00,0.00,0.00,0.00,0.00,1000210588,,RB1
BG00013103,บริษัท ไทยสแตนเลย์การไฟฟ้า จำก,4500049468,RB15969750,2019-11-29,MS. KULASAB,11/2019,2020-01-28,1.00000,THB,84744.00,THB,84744.00,84744.00,0.00,0.00,0.00,0.00,1000210718,,RB1
BG00014016,บริษัท เอ็นเอชเค สปริง,89G38921,RB15969751,2019-11-29,MR. WICHANCHAI  S.,11/2019,2020-01-28,1.00000,THB,432476.88,THB,432476.88,432476.88,0.00,0.00,0.00,0.00,1000210482,,RB1
BG00012070,บริษัท นากาเซ่(ประเทศไทย) จำกั,450261773,RB15969752,2019-11-29,MR. WICHANCHAI  S.,11/2019,2020-01-28,1.00000,THB,336357.18,THB,336357.18,336357.18,0.00,0.00,0.00,0.00,1000210658,,RB1
BG00012070,บริษัท นากาเซ่(ประเทศไทย) จำกั,460487432,RB15969753,2019-11-29,MR. WICHANCHAI  S.,11/2019,2020-02-27,1.00000,THB,388075.63,THB,388075.63,388075.63,0.00,0.00,0.00,0.00,1000210480,,RB1
BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,62-0423,RB15969754,2019-11-29,MR.PHASAKORN C.,11/2019,2020-02-29,1.00000,THB,171499.60,THB,171499.60,171499.60,0.00,0.00,0.00,0.00,1000210684,,RB1
BG00013990,บริษัท ไทยโตชิบาอุตสาหกรรม จำก,2201920134,RB15969755,2019-11-29,MR.PHASAKORN C.,11/2019,2020-01-28,1.00000,THB,379324.89,THB,379324.89,379324.89,0.00,0.00,0.00,0.00,1000209290,,RB1
BG00013758,DNT PAINT (MALAYSIA) SDN BHD,J001911013,RB15969817,2019-11-29,Sathitpong Khongwanglam,11/2019,2020-02-27,21.87300,THB,1009438.95,SGD,46150.00,46150.00,0.00,0.00,0.00,0.00,1000209112,,
BG00013490,บริษัท ที ทารุทานิ แพค จำกัด,PO62111271,RB15969759,2019-11-30,MR. PRAMOTE R.,11/2019,2020-01-29,1.00000,THB,247170.00,THB,247170.00,247170.00,0.00,0.00,0.00,0.00,1000210663,,
BG00013490,บริษัท ที ทารุทานิ แพค จำกัด,PO62111269,RB15969760,2019-11-30,MR. PRAMOTE R.,11/2019,2020-01-29,1.00000,THB,38006.40,THB,38006.40,38006.40,0.00,0.00,0.00,0.00,1000210660,,
BG00013325,บริษัท ซีรี่ไบรท์ จำกัด,PO19RM841-11,RB15969761,2019-11-30,MR. PRAMOTE R.,11/2019,2019-12-30,1.00000,THB,49220.00,THB,49220.00,49220.00,0.00,0.00,0.00,0.00,1000210612,,RB1
BG00013589,บริษัท คัลเลอร์ เอ็กซ์ตร้า พลั,-,RB15969762,2019-11-30,Sathitpong Khongwanglam,11/2019,2020-01-29,1.00000,THB,97370.00,THB,97370.00,97370.00,0.00,0.00,0.00,0.00,1000210860,,RB1
BG00013472,บริษัท จี.ดี.ซี. แกรนด์ ไดมอนด,CPO1911-063,RB15969763,2019-11-30,TAKDANAI Y.,11/2019,2019-12-20,1.00000,THB,357558.05,THB,357558.05,357558.05,0.00,0.00,0.00,0.00,1000210651,,
BG00013472,บริษัท จี.ดี.ซี. แกรนด์ ไดมอนด,CPO1911-041,RB15969764,2019-11-30,TAKDANAI Y.,11/2019,2019-12-20,1.00000,THB,706177.14,THB,706177.14,706177.14,0.00,0.00,0.00,0.00,1000209086,,
BG00013255,บริษัท บี เอ็น เอส อุตสาหกรรมไ,PO6201270,RB15969765,2019-11-30,MR. PRAMOTE R.,11/2019,2019-12-30,1.00000,THB,64039.50,THB,64039.50,64039.50,0.00,0.00,0.00,0.00,1000210797,,
BG00013331,บริษัท เคมีเมท จำกัด,P191137,RB15969766,2019-11-30,MR. PRAMOTE R.,11/2019,2019-11-30,1.00000,THB,18163.25,THB,18163.25,0.00,18163.25,0.00,0.00,0.00,1000210818,,
BG00018077,บริษัท สยามอีเทอร์โฟม จำกัด,62-0425,RB15969767,2019-11-30,MR.PHASAKORN C.,11/2019,2020-02-29,1.00000,THB,521090.00,THB,521090.00,521090.00,0.00,0.00,0.00,0.00,1000210857,,RB1
BG00012085,บริษัท วาบิกัส โกลบอล จำกัด,2019-11-430,RB15969768,2019-11-30,MR. KEAITTICHAI  A.,11/2019,2020-02-13,1.00000,THB,90950.00,THB,90950.00,90950.00,0.00,0.00,0.00,0.00,1000210803,,RB1
