Sales Organization,Customer,Material,Counter,Customer Name,Customer Part Code,Customer Material Description,Master insp.charac.,Short text,Unit of measurement,Upper Limit,Lower Limit,Qualitative MIC Specifications,Method,Specification Print,Created by,Created on,Time,Changed by,Changed on,Time of change,Deletion Indicator,Update Flag,Valid from,Valid to,Created by Prog.,Changed by Program
RB00,BG00013090,ENJQM743B-DR000200,2,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0006,Viscosity,,,,W-Z1,JIS K5400,X,RB_SQ014,07-01-16,3:04:00 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENJQM743B-DR000200,3,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA031,Color,Hz.No.,,,<=150,JIS K6901,X,RB_SQ014,07-01-16,3:04:00 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENJQM743B-DR000200,4,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA025,Acid Value,Km/g,4.0,1.0,,JIS K5407,X,RB_SQ014,07-01-16,3:04:00 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENJQM743B-DR000200,5,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA043,Non Volatile Content,%,52.0,48.0,,JIS K5407,X,RB_SQ014,07-01-16,3:04:00 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENJQR331T-DR000200,1,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0002,Appearance,,,,Clear,Visual Check,X,MNT_9326,27-02-15,11:16:54 AM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENJQR331T-DR000200,2,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0006,Viscosity,,,,Z2-Z5,JIS K5400,X,MNT_9326,27-02-15,11:16:54 AM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENJQR331T-DR000200,3,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA029,Color,G.No.,,,<3,JIS K5400,X,MNT_9326,27-02-15,11:16:54 AM,RB_SQ014,02-05-15,2:14:50 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENJQR331T-DR000200,4,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA025,Acid Value,Km/g,9.0,6.0,,JIS K5407,X,MNT_9326,27-02-15,11:16:54 AM,RB_SQ014,02-05-15,2:14:50 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENJQR331T-DR000200,5,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA043,Non Volatile Content,%,72.0,68.0,,JIS K5407,X,MNT_9326,27-02-15,11:16:55 AM,RB_SQ014,02-05-15,2:14:50 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR20SE65-DR000200,1,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0002,Appearance,,,,Clear,Visual Check,X,MNT_9326,27-02-15,11:16:55 AM,RB_SQ001,09-01-17,4:22:07 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR20SE65-DR000200,2,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0006,Viscosity,,,,S-V,JIS K5400,X,MNT_9326,27-02-15,11:16:55 AM,RB_SQ001,09-01-17,4:22:07 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR20SE65-DR000200,3,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA031,Color,Hz.No.,,,<30,JIS K6901,X,MNT_9326,27-02-15,11:16:55 AM,RB_SQ001,09-01-17,4:22:07 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR20SE65-DR000200,4,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA024,Acid Value,Km/g,,,<1.0,JIS K5407,X,MNT_9326,27-02-15,11:16:55 AM,RB_SQ001,09-01-17,4:22:07 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR20SE65-DR000200,5,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA043,Non Volatile Content,%,67,63,,JIS K5407,X,MNT_9326,27-02-15,11:16:55 AM,RB_SQ001,09-01-17,4:22:07 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR20SE65-DR000200,6,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA040,MS,ml/g,20,12,,20oC,X,MNT_9326,27-02-15,11:16:55 AM,RB_SQ001,09-01-17,4:22:07 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR20SE65-DR000200,7,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA032,Crater,,3,0,,TMSC(A4 x 2Panel),X,MNT_9326,27-02-15,11:16:56 AM,RB_SQ001,09-01-17,4:22:07 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR225000-DR000200,1,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0002,Appearance,,,,Clear,Visual Check,X,MNT_9326,27-02-15,11:16:56 AM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR225000-DR000200,2,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0006,Viscosity,,,,H-N,JIS K5400,X,MNT_9326,27-02-15,11:16:56 AM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR225000-DR000200,3,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA031,Color,Hz.No.,,,<30,JIS K6901,X,MNT_9326,27-02-15,11:16:56 AM,RB_ZQ018,13-01-17,11:51:41 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR225000-DR000200,4,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA024,Acid Value,Km/g,,,<1.0,JIS K5407,X,MNT_9326,27-02-15,11:16:56 AM,RB_ZQ018,13-01-17,11:51:41 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR225000-DR000200,5,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA043,Non Volatile Content,%,62,58,,JIS K5407,X,MNT_9326,27-02-15,11:16:57 AM,RB_ZQ018,13-01-17,11:51:41 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR225000-DR000200,6,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA040,MS,ml/g,8,2,,20oC,X,MNT_9326,27-02-15,11:16:57 AM,RB_ZQ018,13-01-17,11:51:41 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR225000-DR000200,7,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA032,Crater,,3,0,,TMSC(A4 x 2Panel),X,MNT_9326,27-02-15,11:16:57 AM,RB_ZQ018,13-01-17,11:51:41 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR286000-DR000200,1,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0002,Appearance,,,,Clear,Visual Check,X,MNT_9326,27-02-15,11:16:57 AM,RB_SQ001,09-01-17,4:22:43 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR286000-DR000200,2,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0006,Viscosity,,,,F-N,JIS K5400,X,MNT_9326,27-02-15,11:16:57 AM,RB_SQ001,09-01-17,4:22:43 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR286000-DR000200,3,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA031,Color,Hz.No.,,,<30,JIS K6901,X,MNT_9326,27-02-15,11:16:58 AM,RB_SQ001,09-01-17,4:22:43 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR286000-DR000200,4,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA024,Acid Value,Km/g,,,<1.0,JIS K5407,X,MNT_9326,27-02-15,11:16:58 AM,RB_SQ001,09-01-17,4:22:43 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR286000-DR000200,5,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA043,Non Volatile Content,%,62,58,,JIS K5407,X,MNT_9326,27-02-15,11:16:58 AM,RB_SQ001,09-01-17,4:22:43 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR286000-DR000200,6,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA040,MS,ml/g,15,7,,20oC,X,MNT_9326,27-02-15,11:16:58 AM,RB_SQ001,09-01-17,4:22:43 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR286000-DR000200,7,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA032,Crater,,4,0,,TMSC(A4 x 2Panel),X,MNT_9326,27-02-15,11:16:58 AM,RB_SQ001,09-01-17,4:22:43 PM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR62E000-DR000200,1,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0002,Appearance,,,,Clear,Visual Check,X,RB_SQ001,07-07-15,12:05:02 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR62E000-DR000200,2,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0006,Viscosity,,,,M-U,JIS K5400,X,RB_SQ001,07-07-15,12:05:02 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR62E000-DR000200,3,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA031,Color,Hz.No.,,,<30,JIS K6901,X,RB_SQ001,07-07-15,12:05:02 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR62E000-DR000200,4,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA024,Acid Value,Km/g,,,<1.0,JIS K5407,X,RB_SQ001,07-07-15,12:05:02 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR62E000-DR000200,5,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA043,Non Volatile Content,%,62.0,58.0,,JIS K5407,X,RB_SQ001,07-07-15,12:05:02 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR62E000-DR000200,6,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA040,MS,ml/g,20.0,10.0,,20oC,X,RB_SQ001,07-07-15,12:05:02 PM,,,12:00:00 AM,,,,,ZPQM_F0002_COAUPDATE,
RB00,BG00013090,ENR925T70-DR000200,1,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0002,Appearance,,,,Clear,Visual Check,X,MNT_9326,27-02-15,11:17:01 AM,RB_UQ004,27-02-17,11:11:07 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR925T70-DR000200,2,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQL0006,Viscosity,,,,X-Z2,JIS K5400,X,MNT_9326,27-02-15,11:17:01 AM,RB_UQ004,27-02-17,11:11:07 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR925T70-DR000200,3,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA031,Color,Hz.No.,,,<30,JIS K6901,X,MNT_9326,27-02-15,11:17:01 AM,RB_UQ004,27-02-17,11:11:07 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR925T70-DR000200,4,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA024,Acid Value,Km/g,,,<1.0,JIS K5407,X,MNT_9326,27-02-15,11:17:02 AM,RB_UQ004,27-02-17,11:11:07 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR925T70-DR000200,5,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA043,Non Volatile Content,%,72,68,,JIS K5407,X,MNT_9326,27-02-15,11:17:02 AM,RB_UQ004,27-02-17,11:11:07 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR925T70-DR000200,6,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA040,MS,ml/g,15,5,,20oC,X,MNT_9326,27-02-15,11:17:02 AM,RB_UQ004,27-02-17,11:11:07 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
RB00,BG00013090,ENR925T70-DR000200,7,บริษัท สีไทยกันไซเพ้นท์ จำกัด,,,RBQNA032,Crater,,4,0,,TMSC(A4 x 2Panel),X,MNT_9326,27-02-15,11:17:02 AM,RB_UQ004,27-02-17,11:11:07 AM,,X,,,ZPQM_F0002_COAUPDATE,ZPQM_F0002_COAUPDATE
