Material,Material Description,Plant,UD code,Batch,Date of Manufacture,SLED/BBD,Created on,Inspection Lot,Short text for the characteristic,Original Value,Lower tolerance limit,Upper tol. limit,InfoField2
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8019,10-09-18,10-09-19,11-09-18,40000052607,Acid Value,5.8,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8019,10-09-18,10-09-19,11-09-18,40000052607,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8019,10-09-18,10-09-19,11-09-18,40000052607,Color,8,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8019,10-09-18,10-09-19,11-09-18,40000052607,Non Volatile Content,61.2,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8019,10-09-18,10-09-19,11-09-18,40000052607,Viscosity,A112,,,JIS K5400
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8020,11-09-18,11-09-19,11-09-18,40000052615,Acid Value,5.9,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8020,11-09-18,11-09-19,11-09-18,40000052615,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8020,11-09-18,11-09-19,11-09-18,40000052615,Color,8,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8020,11-09-18,11-09-19,11-09-18,40000052615,Non Volatile Content,61.9,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8020,11-09-18,11-09-19,11-09-18,40000052615,Viscosity,A113,,,JIS K5400
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8021,17-09-18,17-09-19,19-09-18,40000052930,Acid Value,5.5,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8021,17-09-18,17-09-19,19-09-18,40000052930,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8021,17-09-18,17-09-19,19-09-18,40000052930,Color,8,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8021,17-09-18,17-09-19,19-09-18,40000052930,Non Volatile Content,60.6,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8021,17-09-18,17-09-19,19-09-18,40000052930,Viscosity,A111,,,JIS K5400
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8022,18-09-18,18-09-19,20-09-18,40000052952,Acid Value,5.6,5.0,8.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8022,18-09-18,18-09-19,20-09-18,40000052952,Appearance,A012,,,Visual Check
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8022,18-09-18,18-09-19,20-09-18,40000052952,Color,7,0,150,JIS K6901
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8022,18-09-18,18-09-19,20-09-18,40000052952,Non Volatile Content,60.3,59.0,62.0,JIS K5407
ENJQC418H-DR000200,OLESTER QC418HT,RB11,A,CJ8022,18-09-18,18-09-19,20-09-18,40000052952,Viscosity,A111,,,JIS K5400
ENR62E000-DR000200,U-VAN 62E,RB11,A,CJ8012,13-09-18,12-03-19,13-09-18,40000052708,Acid Value,0.5,0.0,0.9,JIS K5407
ENR62E000-DR000200,U-VAN 62E,RB11,A,CJ8012,13-09-18,12-03-19,13-09-18,40000052708,Appearance,A012,,,Visual Check
ENR62E000-DR000200,U-VAN 62E,RB11,A,CJ8012,13-09-18,12-03-19,13-09-18,40000052708,Color,10,10,29,JIS K6901
ENR62E000-DR000200,U-VAN 62E,RB11,A,CJ8012,13-09-18,12-03-19,13-09-18,40000052708,MS,14.2,10.0,20.0,20oC
ENR62E000-DR000200,U-VAN 62E,RB11,A,CJ8012,13-09-18,12-03-19,13-09-18,40000052708,Non Volatile Content,61.1,58.0,62.0,JIS K5407
ENR62E000-DR000200,U-VAN 62E,RB11,A,CJ8012,13-09-18,12-03-19,13-09-18,40000052708,Viscosity,A069,,,JIS K5400
