Material,Material Description,Plant,UD code,Batch,Date of Manufacture,SLED/BBD,Created on,Inspection Lot,Short text for the characteristic,Original Value,Lower tolerance limit,Upper tol. limit,InfoField2
30001-XY,Xylene,RB11,A,TANK010217,01-02-17,31-07-17,08-02-17,10000019392,Color,3.2,0.0,20.0,Spectrophotometer
30001-XY,Xylene,RB11,A,TANK010217,01-02-17,31-07-17,08-02-17,10000019392,Refractive index,1.4957,1.49100,1.49600,25oC
30001-XY,Xylene,RB11,A,TANK010217,01-02-17,31-07-17,08-02-17,10000019392,Specific Gravity,0.86705,0.86400,0.86800,20oC
30001-XY,Xylene,RB11,A,TANK010217,01-02-17,31-07-17,08-02-17,10000019392,Water content,0.0112,-999.00000,0.10000,Karl Fishcher
30001-XY,Xylene,RB11,A,TANK020217,02-02-17,01-08-17,08-02-17,10000019394,Color,3.7,0.0,20.0,Spectrophotometer
30001-XY,Xylene,RB11,A,TANK020217,02-02-17,01-08-17,08-02-17,10000019394,Refractive index,1.4957,1.49100,1.49600,25oC
30001-XY,Xylene,RB11,A,TANK020217,02-02-17,01-08-17,08-02-17,10000019394,Specific Gravity,0.86702,0.86400,0.86800,20oC
30001-XY,Xylene,RB11,A,TANK020217,02-02-17,01-08-17,08-02-17,10000019394,Water content,0.0141,-999.00000,0.10000,Karl Fishcher
30001-XY,Xylene,RB11,A,TANK060217,06-02-17,05-08-17,08-02-17,10000019390,Color,4,0.0,20.0,Spectrophotometer
30001-XY,Xylene,RB11,A,TANK060217,06-02-17,05-08-17,08-02-17,10000019390,Refractive index,1.4957,1.49100,1.49600,25oC
30001-XY,Xylene,RB11,A,TANK060217,06-02-17,05-08-17,08-02-17,10000019390,Specific Gravity,0.86710,0.86400,0.86800,20oC
30001-XY,Xylene,RB11,A,TANK060217,06-02-17,05-08-17,08-02-17,10000019390,Water content,0.0156,-999.00000,0.10000,Karl Fishcher
30001-XY,Xylene,RB11,A,TANK080217,08-02-17,07-08-17,08-02-17,10000019316,Color,3.3,0.0,20.0,Spectrophotometer
30001-XY,Xylene,RB11,A,TANK080217,08-02-17,07-08-17,08-02-17,10000019316,Refractive index,1.4935,1.49100,1.49600,25oC
